Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-11-30,2014-12-31,2014-11-30,2013-11-30,2012-11-30,2011-11-30,2010-11-30,2009-11-30
Cash and cash equivalents,29519000.0,8250000.0,6476000.0,1966000.0,1937000.0,2000000.0,1054000.0,785000.0,13426000.0,12690000.0,12690000.0,6410000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,29519000.0,8250000.0,6476000.0,1966000.0,1937000.0,2000000.0,1054000.0,785000.0,13426000.0,12690000.0,12690000.0,6410000.0
Receivables,27910000.0,4804000.0,3118000.0,7300000.0,526000.0,8000000.0,2588000.0,4621000.0,812000.0,1542000.0,2154000.0,2412000.0
Inventories,342952000.0,31733000.0,23977000.0,15353000.0,12919000.0,13000000.0,61319000.0,52670000.0,31318000.0,23262000.0,23262000.0,30245000.0
Total current assets,482584000.0,67061000.0,54927000.0,25970000.0,25008000.0,25000000.0,103119000.0,94802000.0,49248000.0,41519000.0,41519000.0,43384000.0
Property Plant & Equipment Net,93044000.0,8417000.0,10620000.0,13406000.0,381000.0,381000000000.0,5040000.0,7393000.0,6683000.0,5464000.0,5464000.0,5721000.0
Goodwill and Intangible Assets,1273602000.0,97712000.0,100157000.0,39823000.0,50431000.0,41143670.0,93003000.0,116922000.0,27836000.0,27836000.0,27836000.0,27836000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,13402000.0,3743000.0,1430000.0,6065000.0,1322000.0,3114000.0,6065000.0,3114000.0,3051000.0,4663000.0,,
Total non-current assets,1376371000.0,106613000.0,111244000.0,100830000.0,51250000.0,128221000.0,100830000.0,128221000.0,36776000.0,38643000.0,,
Total assets,1858955000.0,173674000.0,166171000.0,82859000.0,76258000.0,76000000.0,203949000.0,223023000.0,86024000.0,80162000.0,80162000.0,81469000.0
Payables,525863000.0,22204000.0,18223000.0,6318000.0,18913000.0,16000000.0,23331000.0,26436000.0,10893000.0,10499000.0,14121000.0,15678000.0
Short-term debt,11602000.0,2813000.0,1250000.0,18666000.0,4235000.0,18328177.0,59003000.0,1235000.0,195000.0,357000.0,0.0,0.0
Total current liabilities,537465000.0,38711000.0,34317000.0,14251000.0,24816000.0,25000000.0,116949000.0,48416000.0,12490000.0,14121000.0,14121000.0,15678000.0
Long-term debt,1195297000.0,44896000.0,47218000.0,17499000.0,27469000.0,27000000.0,24733000.0,58840000.0,1795000.0,1284000.0,0.0,0.0
Total debt,1206899000.0,47709000.0,48468000.0,118351000.0,31704000.0,111962000.0,83736000.0,60075000.0,1990000.0,1641000.0,,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tax Liabilities,89000.0,119000.0,81000.0,17765000.0,298000.0,16202000.0,400000.0,388000.0,80000.0,0.0,,
Deposit Liabilities,0.0,13694000.0,1707000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Total non-current liabilities,1215280000.0,55100000.0,61928000.0,46003000.0,40419000.0,108838000.0,46003000.0,77696000.0,6641000.0,5212000.0,,
Total liabilities,1775578000.0,128931000.0,121647000.0,35318000.0,65235000.0,65000000.0,162952000.0,157254000.0,14285000.0,15405000.0,15405000.0,16596000.0
Other comprehensive income,218240000,61319000,59159000,0.0,109936000,0.0,107692000,104842000,103656000,102421000,,
Retained earnings (deficit),-141186000.0,-18196000.0,-15738000.0,0.0,-106007000.0,-106000000.0,-73679000.0,-45963000.0,-38649000.0,-44214000.0,-44214000.0,-42849000.0
Total shareholders equity,83377000.0,44743000.0,44524000.0,22743000.0,11023000.0,11000000.0,40997000.0,65769000.0,71739000.0,64757000.0,64757000.0,64873000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,1177380000.0,39459000.0,41992000.0,34199000.0,29767000.0,117297000.0,82682000.0,59290000.0,-11436000.0,-11049000.0,-13195000.0,
Other Assets,0.0,0.0,0.0,1351000.0,0.0,64327000.0,0.0,0.0,0.0,0.0,5698000.0,
Other Liabilities,22833000.0,35120000.0,25402000.0,-10733000.0,0.0,1966151.0,0.0,31142000.0,0.0,0.0,0.0,615000.0
