Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,15081000.0,9388000.0,12092000.0,15101000.0,52663000.0,13057000.0,1817000.0,5091000.0
Short-term investments,146302000.0,83181000.0,46184000.0,91640000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,161383000.0,92569000.0,58276000.0,106741000.0,52663000.0,13057000.0,1817000.0,5091000.0
Receivables,0.0,123000.0,87000.0,80000.0,0.0,0.0,0.0,18000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,168139000.0,95058000.0,61445000.0,108934000.0,53150000.0,14558000.0,1228000.0,4558000.0
Property Plant & Equipment Net,880000.0,1177000.0,1614000.0,1263000.0,2084000.0,2825000.0,3609000.0,5427000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,21396000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,664000.0,731000.0,852000.0,384000.0,200000.0,61000.0,31000.0,39000.0
Total non-current assets,22684000.0,1946000.0,2383000.0,1963000.0,2784000.0,3525000.0,4309000.0,6127000.0
Total assets,190823000.0,97004000.0,63828000.0,110897000.0,55934000.0,18083000.0,5537000.0,10685000.0
Payables,13622000.0,8506000.0,11533000.0,5268000.0,1946000.0,1958000.0,906000.0,2176000.0
Short-term debt,15184000.0,0.0,0.0,0.0,0.0,0.0,780000.0,753000.0
Total current liabilities,40447000.0,8506000.0,11533000.0,5268000.0,3398000.0,5433000.0,1686000.0,2929000.0
Long-term debt,1562000.0,1718000.0,1570000.0,585000.0,874000.0,0.0,0.0,0.0
Total debt,16746000.0,1718000.0,1570000.0,585000.0,874000.0,0.0,780000.0,753000.0
Deferred revenue,26825000.0,0.0,0.0,0.0,1452000.0,3475000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,18308000.0,3436000.0,3140000.0,1170000.0,1748000.0,66725000.0,61984000.0,59820000.0
Total liabilities,57193000.0,10224000.0,13103000.0,5853000.0,4272000.0,72158000.0,63670000.0,62749000.0
Other comprehensive income,428059000,307158000,212866000,209943000,131840000,0.0,0.0,0.0
Retained earnings (deficit),-294354000.0,-220341000.0,-162171000.0,-104891000.0,-80201000.0,-62456000.0,-59384000.0,-53113000.0
Total shareholders equity,133630000.0,86780000.0,50725000.0,105044000.0,51662000.0,-54075000.0,-58133000.0,-52064000.0
Investments,167698000.0,83181000.0,46184000.0,91640000.0,0.0,0.0,0.0,0.0
Net Debt,1665000.0,-7670000.0,-10522000.0,-14516000.0,-51789000.0,-13057000.0,-1037000.0,-4338000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,1501000.0,-589000.0,-551000.0
Other Liabilities,-1562000.0,-1718000.0,-1570000.0,-585000.0,-874000.0,3475000.0,0.0,0.0
