Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,3190056.0,30933151.0,5109308.0
Short-term investments,184637640.0,8258982.0,30468703.0
Cash and short-term investments,187827696.0,39192133.0,35578011.0
Receivables,2775831.0,26040452.0,1410182.0
Inventories,0.0,0.0,0.0
Total current assets,195677779.0,65528728.0,37282274.0
Property Plant & Equipment Net,3583036.0,1298881.0,633848.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,1100000.0,0.0,0.0
Total non-current assets,3603796.0,1319641.0,654608.0
Total assets,199281575.0,66848369.0,37936882.0
Payables,2758184.0,596527.0,1566006.0
Short-term debt,154461.0,159265.0,141212.0
Total current liabilities,22979878.0,17854864.0,10034254.0
Long-term debt,2000000.0,151122.0,312575.0
Total debt,2154461.0,310387.0,453787.0
Deferred revenue,16065957.0,62098761.0,10177637.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,77119428.0,48747635.0,3871528.0
Total liabilities,62614592.0,66602499.0,13905782.0
Other comprehensive income,439118089,-9751.0,-28679.0
Retained earnings (deficit),-302264619.0,-62417397.0,-33797760.0
Total shareholders equity,136666983.0,-61234562.0,-32878901.0
Investments,184637640.0,8258982.0,30468703.0
Net Debt,-1035595.0,-38881746.0,-35124224.0
Other Assets,0.0,296143.0,294081.0
Other Liabilities,0.0,17099072.0,8327036.0
