Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,194306000.0,28477000.0,19397000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,194306000.0,28477000.0,19397000.0
Receivables,63436000.0,38229000.0,22950000.0
Inventories,0.0,0.0,0.0
Total current assets,266065000.0,71621000.0,44905000.0
Property Plant & Equipment Net,31641000.0,22457000.0,22645000.0
Goodwill and Intangible Assets,124878000.0,139414000.0,147084000.0
Long-term investments,0.0,0.0,0.0
Tax assets,664000.0,0.0,0.0
Total non-current assets,181398000.0,164799000.0,170067000.0
Total assets,447463000.0,236420000.0,214972000.0
Payables,7160000.0,6029000.0,2936000.0
Short-term debt,15777000.0,0.0,10000000.0
Total current liabilities,206904000.0,143529000.0,97659000.0
Long-term debt,0.0,123550000.0,81598000.0
Total debt,15777000.0,123550000.0,91598000.0
Deferred revenue,157695000.0,111301000.0,72683000.0
Tax Liabilities,5408000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,31966000.0,132202000.0,82577000.0
Total liabilities,346037000.0,275731000.0,180236000.0
Other comprehensive income,456906000,25000.0,-8000.0
Retained earnings (deficit),-355446000.0,-445102000.0,-307222000.0
Total shareholders equity,101426000.0,-445077000.0,-307230000.0
Investments,0.0,0.0,0.0
Net Debt,-178529000.0,95073000.0,72201000.0
Other Assets,0.0,4915000.0,2558000.0
Other Liabilities,107167000.0,137500000.0,84723000.0
