Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,196128000.0,197762000.0,107721000.0,112371000.0,147539000.0,45819000.0,45819000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,178000.0,178000.0
Cash and short-term investments,196128000.0,197762000.0,107721000.0,112371000.0,147539000.0,45997000.0,45997000.0
Receivables,47760000.0,39169000.0,36867000.0,33761000.0,28748000.0,18803000.0,18803000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,255459000.0,243551000.0,152910000.0,152959000.0,184520000.0,69576000.0,69576000.0
Property Plant & Equipment Net,61511000.0,70710000.0,66941000.0,71390000.0,30731000.0,15238000.0,15238000.0
Goodwill and Intangible Assets,96762000.0,69182000.0,73044000.0,77085000.0,81219000.0,85104000.0,85104000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,2682000.0,2682000.0
Tax assets,8540000.0,7076000.0,9183000.0,16316000.0,13975000.0,0.0,0.0
Total non-current assets,165501000.0,141283000.0,141538000.0,149415000.0,112432000.0,105174000.0,105174000.0
Total assets,420960000.0,384834000.0,294448000.0,302374000.0,296952000.0,174750000.0,174750000.0
Payables,26305000.0,18620000.0,13827000.0,18880000.0,12826000.0,9804000.0,9804000.0
Short-term debt,218000.0,52000.0,992000.0,318000.0,0.0,4764000.0,4764000.0
Total current liabilities,41562000.0,37978000.0,35361000.0,39104000.0,38854000.0,30939000.0,30939000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,218000.0,52000.0,992000.0,318000.0,0.0,4764000.0,4764000.0
Deferred revenue,0.0,0.0,500000.0,500000.0,500000.0,0.0,0.0
Tax Liabilities,-3000.0,-3000.0,3000.0,3000.0,46000.0,1791000.0,1791000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,9858000.0,4609000.0,5673000.0,3591000.0,2807000.0,2407000.0,2407000.0
Total liabilities,74407000.0,71716000.0,69867000.0,69682000.0,47754000.0,33346000.0,33346000.0
Other comprehensive income,720025000,664192000,542807000,508584000,460179000,-1069000.0,-1069000.0
Retained earnings (deficit),-373482000.0,-351084000.0,-318235000.0,-275900000.0,-210989000.0,-162560000.0,-162560000.0
Total shareholders equity,346553000.0,313118000.0,224581000.0,232692000.0,249198000.0,112180000.0,112180000.0
Investments,0.0,0.0,0.0,0.0,0.0,2860000.0,2860000.0
Net Debt,-195910000.0,-197710000.0,-106729000.0,-112053000.0,-147539000.0,-41233000.0,-41233000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,4776000.0,4776000.0
Other Liabilities,22987000.0,29129000.0,28833000.0,26987000.0,6093000.0,16371000.0,16371000.0
