Date,2019-01-01,2018-01-02,2017-01-03,2015-12-29,2014-12-30,2013-12-31,2013-01-01,2012-01-03
Cash and cash equivalents,4655000.0,3361000.0,1837000.0,1912000.0,1906000.0,968000.0,581000.0,523000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,4655000.0,3361000.0,1837000.0,1912000.0,1906000.0,968000.0,581000.0,523000.0
Receivables,2391000.0,2434000.0,5438000.0,4990000.0,4557000.0,4229000.0,4566000.0,3413000.0
Inventories,9646000.0,9929000.0,11285000.0,10494000.0,9415000.0,7223000.0,6042000.0,4595000.0
Total current assets,23351000.0,22058000.0,25788000.0,25401000.0,22776000.0,18333000.0,16154000.0,12879000.0
Property Plant & Equipment Net,138774000.0,152593000.0,173533000.0,203713000.0,205573000.0,167614000.0,136287000.0,103831000.0
Goodwill and Intangible Assets,7691000.0,7965000.0,8115000.0,8209000.0,8327000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,185000.0,76000.0,256000.0,820000.0,627000.0,0.0,3786000.0,6512000.0
Total non-current assets,148681000.0,163175000.0,183673000.0,214560000.0,216127000.0,169469000.0,140841000.0,113446000.0
Total assets,172032000.0,185233000.0,209461000.0,239961000.0,238903000.0,187802000.0,156995000.0,126325000.0
Payables,7854000.0,10929000.0,10601000.0,15073000.0,10865000.0,8167000.0,9393000.0,6900000.0
Short-term debt,719000.0,58800000.0,85400000.0,68200000.0,27500000.0,0.0,750000.0,750000.0
Total current liabilities,33147000.0,43869000.0,49033000.0,32914000.0,25831000.0,24165000.0,23760000.0,20557000.0
Long-term debt,44183000.0,57624000.0,84676000.0,67732000.0,27500000.0,6312000.0,93731000.0,77523000.0
Total debt,44902000.0,116424000.0,170076000.0,135932000.0,55000000.0,6312000.0,94481000.0,78273000.0
Deferred revenue,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,1023000.0,863000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,86204000.0,105503000.0,134610000.0,113275000.0,72957000.0,39164000.0,119227000.0,98245000.0
Total liabilities,119351000.0,149372000.0,183643000.0,146189000.0,98788000.0,63329000.0,142987000.0,118802000.0
Other comprehensive income,163352000,136613000,89272000,85634000,118081000,113870000,-24000.0,-52000.0
Retained earnings (deficit),-111135000.0,-101188000.0,-63706000.0,7971000.0,21736000.0,10308000.0,2614000.0,-1520000.0
Total shareholders equity,52681000.0,35861000.0,25818000.0,93772000.0,140115000.0,124473000.0,10407000.0,4951000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,40247000.0,113063000.0,168239000.0,134020000.0,53094000.0,5344000.0,93900000.0,77750000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,4965000.0,4348000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,13617000.0,12907000.0
