Date,2019-04-30,2018-04-30,2017-04-30
Cash and cash equivalents,298000000.0,51609000.0,59890000.0
Short-term investments,1268000.0,0.0,15000000.0
Cash and short-term investments,299268000.0,51609000.0,74890000.0
Receivables,81274000.0,53233000.0,30089000.0
Inventories,0.0,0.0,0.0
Total current assets,429641000.0,132228000.0,120571000.0
Property Plant & Equipment Net,5448000.0,4536000.0,4580000.0
Goodwill and Intangible Assets,26569000.0,27479000.0,14778000.0
Long-term investments,0.0,0.0,0.0
Tax assets,1748000.0,3946000.0,1194000.0
Total non-current assets,56097000.0,50785000.0,23776000.0
Total assets,485738000.0,183013000.0,144347000.0
Payables,4450000.0,2176000.0,1799000.0
Short-term debt,12423000.0,0.0,0.0
Total current liabilities,203580000.0,125112000.0,63672000.0
Long-term debt,0.0,0.0,0.0
Total debt,12423000.0,0.0,0.0
Deferred revenue,158243000.0,102561000.0,54152000.0
Tax Liabilities,149000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,31569000.0,10509000.0,8292000.0
Total liabilities,222726000.0,135621000.0,71964000.0
Other comprehensive income,580766000,-961000.0,-1892000.0
Retained earnings (deficit),-317077000.0,-214774000.0,-162047000.0
Total shareholders equity,263012000.0,-153529000.0,-128538000.0
Investments,1268000.0,0.0,15000000.0
Net Debt,-285577000.0,-51609000.0,-74890000.0
Other Assets,0.0,27386000.0,15592000.0
Other Liabilities,0.0,122936000.0,61873000.0
