Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,40100000.0,37755000.0,32229000.0,23568000.0,18584000.0,16362000.0,14805000.0,25812000.0,24293000.0,22137000.0,30267000.0
Stock-based compensation,5353000.0,5218000.0,5444000.0,4704000.0,4779000.0,4815000.0,4577000.0,4602000.0,4670000.0,4558000.0,4866000.0
Operating Cash Flow,105137000.0,93259000.0,67340000.0,73859000.0,65753000.0,43442000.0,47151000.0,53164000.0,75866000.0,0.0,77616000.0
Capital Expenditure,37200000.0,20589000.0,29728000.0,13843000.0,12444000.0,12714000.0,13862000.0,14754000.0,13709000.0,0.0,-14259000.0
Acquisitions and disposals,-96777000.0,-11445000.0,-198628000.0,-82062000.0,-20500000.0,-0.0,-19452000.0,-3345000.0,-4982000.0,-0.0,-3342000.0
Investment purchases and sales,0.0,0.0,0.0,-4303000.0,-18248000.0,-11970000.0,-9703000.0,0.0,0.0,0.0,0.0
Investing Cash flow,-125145000.0,-41942000.0,-232412000.0,-105669000.0,-44832000.0,101326000.0,-76753000.0,-29812000.0,-31481000.0,0.0,-15412000.0
Issuance (repayment) of debt,-65000000.0,-110000000.0,-92000000.0,-80000000.0,-96000000.0,-216000000.0,-65000000.0,-202455000.0,-78370000.0,-0.0,-53183000.0
Issuance (buybacks) of shares,-61800000.0,0.0,0.0,-4303000.0,-18248000.0,-11970000.0,-9703000.0,-30215000.0,-34158000.0,0.0,6621000.0
Dividend payments,-8302000.0,-8278000.0,-8257000.0,-8248000.0,-8369000.0,-8472000.0,-8451000.0,-8554000.0,-8534000.0,-0.0,0.0
Financing Cash Flow,53517000.0,-66356000.0,156763000.0,46224000.0,-16641000.0,-152487000.0,41594000.0,-25277000.0,-36402000.0,0.0,-45533000.0
Effect of forex changes on cash,-2178000.0,-335000.0,1455000.0,-1099000.0,-4987000.0,-843000.0,643000.0,-2018000.0,-333000.0,0.0,-708000.0
Net cash flow / Change in cash,31331000.0,-15039000.0,-8309000.0,14414000.0,4280000.0,-7719000.0,12635000.0,-3943000.0,7650000.0,0.0,15963000.0
Free Cash Flow,67937000.0,72670000.0,37612000.0,60016000.0,53309000.0,30728000.0,33289000.0,38410000.0,62157000.0,0.0,63357000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1311
