Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,655264.4928,6869784.5455,559037.1294,273560.0,2027481.0,2939723.0,1995797.0,3533283.0,539285.8911,1790468.4459,399317.0839
Short-term investments,1164301.4493,902418.4848,897117.6989,0.0,0.0,0.0,0.0,0.0,197489.7896,0.0,0.0
Cash and short-term investments,1819565.9421,7772203.0303,1456154.8283,273560.0,2027481.0,2939723.0,1995797.0,3533283.0,736775.6807,1790468.4459,399317.0839
Receivables,11506431.5942,7042778.0303,8072853.0966,5733855.0,8570884.0,7075926.0,6245561.0,61993942.0,13140296.4109,21944550.1327,8758300.2489
Inventories,184133.7681,1024066.8182,385672.7326,950144.0,1781140.0,2329185.0,2144577.0,24281300.0,3492588.7995,1939090.3863,1567855.0725
Total current assets,14177430.1449,15277965.0,10036259.9061,11185812.0,20449388.0,21672638.0,20799320.0,140072108.0,15591033.2611,25827839.133,205954.6187
Property Plant & Equipment Net,3650190.5797,2265286.8182,406218.0804,437631.0,438010.0,214703.0,276307.0,1774820.0,175189.5111,218649.5134,205954.6187
Goodwill and Intangible Assets,189548.8406,202291.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,4504198.6957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,286115.0,196575.0,162684.0,1106801.0,70874.5359,40690.0619,0.0
Total non-current assets,8573519.7101,3177719.3939,406218.0804,771800.0,1615532.0,3433026.0,1092721.0,12077169.0,2181916.151,218649.5134,209975.4062
Total assets,22750949.8551,18455684.3939,10442477.9865,11957612.0,22064920.0,25105664.0,21892041.0,152149277.0,17772949.4121,26046488.6464,11218371.8343
Payables,3644431.3043,2306305.1515,2204107.5726,1134867.0,2238058.0,1854287.0,1193265.0,1883881.0,1290669.7092,2894884.2524,2581090.4699
Short-term debt,1938031.5942,1475448.4848,1536250.0734,79767.0,2778364.0,0.0,11372.0,2767066.0,1184202.5062,1823700.6783,949812.4726
Total current liabilities,6099184.058,3938169.8485,4321361.4617,4492630.0,8553422.0,8176157.0,7553880.0,65911060.0,4160887.6856,8487667.6497,5796292.7829
Long-term debt,1187855.6522,1355126.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,3125887.2464,2830574.8485,1536250.0734,79767.0,2778364.0,0.0,11372.0,2767066.0,1184202.5062,1823700.6783,949812.4726
Deferred revenue,0.0,0.0,184873.0555,61207.0,375366.0,718063.0,546424.0,3291073.0,495581.9926,694112.6511,478966.4764
Tax Liabilities,316064.7826,65441.3636,100487.3789,113763.0,189400.0,1233079.0,1091501.0,9681620.0,1112642.7908,2978930.1091,1690513.9804
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1187855.6522,1355126.3636,0.0,27119.0,29593.0,29274.0,162684.0,1106801.0,0.0,0.0,209975.4062
Total liabilities,7287039.7101,5293296.2121,4321361.4617,5730301.0,9904016.0,9512505.0,8717545.0,72532507.0,4160887.6856,8487667.6497,6006268.1891
Other comprehensive income,421729.8551,229711.0606,-36565.3067,15767036,12150706,15583690,13183611,79667783,-44693.224,-11353.1407,0.0
Retained earnings (deficit),-23881287.6812,-21124996.9697,-13993639.4188,-9618353.0,-52155.0,-45374.0,-47378.0,-290496.0,2406192.4505,5867001.327,2888517.6402
Total shareholders equity,13857326.2319,11516641.2121,4878844.2912,6227311.0,12160904.0,15593159.0,13174496.0,79616770.0,12634962.2525,16145691.9788,4210842.3364
Investments,5668500.1449,902418.4848,897117.6989,0.0,0.0,0.0,0.0,0.0,197489.7896,0.0,0.0
Net Debt,-4039209.6971,,,-193793.0,750883.0,-2939723.0,-1984425.0,-766217.0,,,
Other Assets,84995952.1212,58472319.3425,,0.0,0.0,0.0,0.0,0.0,,,
Other Liabilities,516721.1595,156416.2122,581003.8157,1210552.0,1321001.0,1307074.0,1000981.0,5514646.0,1686015.4702,3769082.719,2265389.8404
