Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,40621000.0,46567000.0,28975000.0,98117000.0,91905000.0,20793000.0,23867000.0
Short-term investments,87754000.0,84567000.0,85372000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,128375000.0,131134000.0,114347000.0,98117000.0,91905000.0,20793000.0,23867000.0
Receivables,53972000.0,48266000.0,66755000.0,57778000.0,54003000.0,37704000.0,23948000.0
Inventories,17930000.0,17577000.0,15070000.0,18291000.0,20701000.0,17166000.0,14315000.0
Total current assets,214939000.0,203802000.0,201309000.0,179250000.0,171341000.0,78719000.0,66996000.0
Property Plant & Equipment Net,7262000.0,9913000.0,8219000.0,8903000.0,10780000.0,9801000.0,7769000.0
Goodwill and Intangible Assets,5055000.0,6497000.0,7940000.0,0.0,0.0,0.0,1197000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,3083000.0,927000.0,1450000.0,700000.0,1875000.0,0.0,0.0
Total non-current assets,20937000.0,21056000.0,20029000.0,13301000.0,15639000.0,15075000.0,9798000.0
Total assets,235876000.0,224858000.0,221338000.0,192551000.0,186980000.0,93794000.0,76794000.0
Payables,8202000.0,9033000.0,9851000.0,10508000.0,8994000.0,9228000.0,5641000.0
Short-term debt,34092000.0,0.0,0.0,300000.0,0.0,0.0,5631000.0
Total current liabilities,97367000.0,92726000.0,102710000.0,87837000.0,70685000.0,63597000.0,128456000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0
Total debt,34092000.0,0.0,0.0,300000.0,0.0,20000000.0,5631000.0
Deferred revenue,63874000.0,61858000.0,61334000.0,49572000.0,39256000.0,41232000.0,27707000.0
Tax Liabilities,4455000.0,2985000.0,3340000.0,4520000.0,2554000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,68718000.0,33774000.0,32993000.0,25451000.0,20897000.0,38902000.0,18493000.0
Total liabilities,131993000.0,126472000.0,135272000.0,112483000.0,90415000.0,102499000.0,146949000.0
Other comprehensive income,376272000,355533000,328869000,301886000,278349000,0.0,0.0
Retained earnings (deficit),-272246000.0,-257025000.0,-242759000.0,-221819000.0,-181785000.0,-147065000.0,-119969000.0
Total shareholders equity,103883000.0,98386000.0,86066000.0,80068000.0,96565000.0,-134880000.0,-111892000.0
Investments,87754000.0,84567000.0,85372000.0,0.0,0.0,0.0,0.0
Net Debt,-6529000.0,-46567000.0,-28975000.0,-97817000.0,-91905000.0,-793000.0,-18236000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,3056000.0,4866000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,54369000.0,117184000.0
