Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,131726000.0,132000000.0,124541000.0,125000000.0,82026000.0,82000000.0,64847000.0,65000000.0,191463000.0,191000000.0,217305000.0,198773000.0,0.0
Short-term investments,0.0,,6375000.0,,6231000.0,,6650000.0,,6905000.0,,6628000.0,0.0,0.0
Cash and short-term investments,131726000.0,,130916000.0,,88257000.0,,71497000.0,,198368000.0,,223933000.0,198773000.0,0.0
Receivables,190650000.0,204000000.0,183875000.0,196000000.0,156199000.0,166000000.0,156977000.0,168000000.0,170027000.0,178000000.0,103293000.0,89615000.0,0.0
Inventories,1339923000.0,1340000000.0,1033294000.0,1033000000.0,840304000.0,840000000.0,1061198000.0,1061000000.0,1024104000.0,1024000000.0,802220000.0,690953000.0,0.0
Total current assets,1687944000.0,1513000000.0,1375098000.0,1515000000.0,1111448000.0,1492000000.0,1326586000.0,1525000000.0,1445514000.0,1249000000.0,1153436000.0,1006059000.0,0.0
Property Plant & Equipment Net,1184053000.0,,1159595000.0,,1135805000.0,,1172824000.0,,923080000.0,,739663000.0,622112000.0,0.0
Goodwill and Intangible Assets,291391000.0,298000000,291391000.0,298000000,290191000.0,297000000,285041000.0,293000000,265145000.0,272000000,215464000.0,198257000.0,0.0
Long-term investments,8900000.0,000000.0,6375000.0,6000000.0,6231000.0,6000000.0,6650000.0,7000000.0,6905000.0,7000000.0,6628000.0,6628000.0,0.0
Tax assets,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,18387000.0,18000000.0,16277000.0,14630000.0,0.0
Total non-current assets,1513406000.0,641000000.0,1515041000.0,678000000.0,1491599000.0,747000000.0,1525422000.0,760000000.0,1248748000.0,655000000.0,1014362000.0,875507000.0,0.0
Total assets,3201350000.0,3201000000.0,2890139000.0,2890000000.0,2603047000.0,2603000000.0,2852008000.0,2852000000.0,2694262000.0,2694000000.0,2167798000.0,1881566000.0,0.0
Payables,127451000.0,127000000.0,107906000.0,108000000.0,97844000.0,98000000.0,120255000.0,120000000.0,124555000.0,125000000.0,100375000.0,62270000.0,0.0
Short-term debt,161955000.0,1185000000.0,145139000.0,924000000.0,130717000.0,778000000.0,151024000.0,1006000000.0,149065000.0,995000000.0,97243000.0,80030000.0,0.0
Total current liabilities,1493295000.0,1493000000.0,1172207000.0,1172000000.0,993130000.0,993000000.0,1247037000.0,1247000000.0,1274610000.0,1275000000.0,929175000.0,788446000.0,0.0
Long-term debt,439218000.0,439000000.0,466389000.0,466000000.0,472503000.0,473000000.0,496731000.0,497000000.0,429189000.0,429000000.0,385538000.0,319634000.0,0.0
Total debt,601173000.0,439000000.0,611528000.0,466000000.0,603220000.0,473000000.0,647755000.0,497000000.0,578254000.0,429000000.0,482781000.0,399664000.0,0.0
Deferred revenue,36183000.0,36000000.0,0.0,27000000.0,0.0,18000000.0,0.0,22000000.0,0.0,45000000.0,0.0,0.0,0.0
Tax Liabilities,2389000.0,141000000.0,2555000.0,135000000.0,2401000.0,197000000.0,2332000.0,189000000.0,2087000.0,176000000.0,1545000.0,1409000.0,0.0
Deposit Liabilities,0.0,,27350000.0,,18418000.0,,22438000.0,,44879000.0,,58319000.0,0.0,0.0
Total non-current liabilities,591644000.0,641000000.0,611537000.0,678000000.0,677048000.0,747000000.0,691000000.0,760000000.0,609294000.0,655000000.0,538043000.0,445874000.0,0.0
Total liabilities,2134422000.0,2134000000.0,1849766000.0,1850000000.0,1740222000.0,1740000000.0,2007111000.0,2007000000.0,1929923000.0,1930000000.0,1502417000.0,1273620000.0,0.0
Other comprehensive income,124183000,000000.0,227362000,000000.0,222245000,-0000000.0,244926000,-0000000.0,230582000,-0000000.0,212333000,204679000,0.0
Retained earnings (deficit),942287000.0,942000000.0,812557000.0,813000000.0,640428000.0,640000000.0,599846000.0,600000000.0,533793000.0,534000000.0,453836000.0,404619000.0,0.0
Total shareholders equity,1066928000.0,1067000000.0,1040373000.0,1040000000.0,862825000.0,863000000.0,844897000.0,845000000.0,764339000.0,764000000.0,665381000.0,607946000.0,0.0
Investments,8900000.0,000000.0,12750000.0,6000000.0,12462000.0,6000000.0,13300000.0,7000000.0,13810000.0,7000000.0,13256000.0,6628000.0,0.0
Net Debt,469447000.0,1492000000,486987000.0,1265000000,521194000.0,1169000000,582908000.0,1438000000,386791000.0,1233000000,265476000.0,200891000.0,0.0
Other Assets,0.0,33000000,0.0,61000000,0.0,66000000,0.0,53000000,0.0,52000000,0.0,0.0,0.0
Other Liabilities,49483000.0,11000000,66022000.0,10000000,70044000.0,8000000,69074000.0,5000000,46019000.0,10000000,35199000.0,39300000.0,0.0
