Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,41194000.0,47070000.0,50990000.0,48608000.0,47494000.0,46402000.0,42502000.0,42612000.0,43351000.0
Stock-based compensation,2940000.0,4623000.0,4633000.0,3723000.0,5769000.0,1815000.0,0.0,0.0,0.0
Operating Cash Flow,54354000.0,20096000.0,58504000.0,44456000.0,78286000.0,64371000.0,13915000.0,40930000.0,83743000.0
Capital Expenditure,9216000.0,16770000.0,39200000.0,60050000.0,106732000.0,110105000.0,-107798000.0,-132886000.0,-129890000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-1747000.0,-0.0,-0.0,-10627000.0,0.0,0.0
Investment purchases and sales,0.0,-52000.0,-161000.0,-2079000.0,0.0,0.0,3660000.0,-22312000.0,-2188000.0
Investing Cash flow,22826000.0,-6047000.0,-12774000.0,-22807000.0,-93872000.0,-43459000.0,-114765000.0,-149089000.0,-132549000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12919000.0,246260000.0,38575000.0
Issuance (buybacks) of shares,0.0,-52000.0,-161000.0,-2079000.0,-40867000.0,-31335000.0,0.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-4953000.0,0.0,0.0,0.0
Financing Cash Flow,-43509000.0,-27497000.0,-32986000.0,-46026000.0,26127000.0,-1508000.0,32634000.0,183094000.0,46963000.0
Effect of forex changes on cash,249000.0,81000.0,-164000.0,-2120000.0,-1009000.0,426000.0,599000.0,489000.0,-1768000.0
Net cash flow / Change in cash,33920000.0,-13367000.0,12580000.0,14370000.0,40867000.0,31335000.0,-67617000.0,75424000.0,-3611000.0
Free Cash Flow,45138000.0,3326000.0,19304000.0,-15594000.0,-28446000.0,-45734000.0,-93883000.0,-91956000.0,-46147000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,-0.7485,-0.7485,-0.7485
