Date,2019-08-31,2018-08-25,2017-08-26,2016-12-31,2016-08-27,2015-08-29,2014-12-27
Cash and cash equivalents,266341000.0,111971000.0,56501000.0,954102.0,78492000.0,57094000.0,39914000.0
Short-term investments,2882000.0,2069000.0,2904000.0,0.0,0.0,0.0,
Cash and short-term investments,266341000.0,111971000.0,56501000.0,954102.0,78492000.0,57094000.0,39914000.0
Receivables,44240000.0,36622000.0,37181000.0,0.0,42839000.0,28404000.0,53794000.0
Inventories,38085000.0,30001000.0,29062000.0,0.0,27544000.0,33642000.0,31201000.0
Total current assets,357607000.0,185740000.0,133911000.0,1290560.0,158981000.0,126909000.0,138750000.0
Property Plant & Equipment Net,2456000.0,2565000.0,2105000.0,0.0,2273000.0,2550000.0,2222000.0
Goodwill and Intangible Assets,777566000.0,784070000.0,784178000.0,0.0,226412000.0,242254000.0,
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,
Tax assets,11094000.0,22000000.0,32320000.0,0.0,,,
Total non-current assets,784043000.0,788865000.0,788577000.0,246465000.0,,,
Total assets,1141650000.0,974605000.0,922488000.0,404085147.0,389512000.0,366953000.0,385215000.0
Payables,15730000.0,11158000.0,14859000.0,1404.0,18750000.0,16452000.0,20596000.0
Short-term debt,676000.0,648000.0,234000.0,0.0,11387000.0,9015000.0,
Total current liabilities,48032000.0,30583000.0,33244000.0,312828.0,50794000.0,37959000.0,46375000.0
Long-term debt,190259000.0,190935000.0,191856000.0,0.0,321638000.0,331565000.0,330758000.0
Total debt,190935000.0,191583000.0,192090000.0,339773000.0,,,
Deferred revenue,1300000.0,1400000.0,1300000.0,0.0,,,
Tax Liabilities,382000.0,386000.0,576000.0,27610000.0,,,
Deposit Liabilities,0.0,0.0,0.0,0.0,,,
Total non-current liabilities,256174000.0,246273000.0,267415000.0,375057000.0,,,
Total liabilities,304206000.0,302004000.0,323786000.0,399085138.0,417346000.0,408275000.0,421432000.0
Other comprehensive income,731630000,614399000,610138000,-1037000.0,,,
Retained earnings (deficit),105830000.0,58294000.0,-12161000.0,-192503.0,16155000.0,6121000.0,11435000.0
Total shareholders equity,837444000.0,672601000.0,598702000.0,5000009.0,-27834000.0,-41322000.0,-36217000.0
Investments,2882000.0,2069000.0,2904000.0,0.0,0.0,0.0,
Net Debt,-75406000.0,79612000.0,135589000.0,254533000.0,299859000.0,,
Other Assets,0.0,0.0,0.0,10106000.0,7769000.0,13841000.0,
Other Liabilities,0.0,25148000.0,23127000.0,311424.0,20657000.0,16764000.0,
