Date,2018-12-31,2017-12-31,2016-12-31,2016-09-30,2015-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Cash and cash equivalents,1421000.0,980000.0,10520000.0,18161000.0,15991000.0,812000.0,18774000.0,12658000.0,
Short-term investments,249000.0,749000.0,0.0,500000.0,,1000000.0,552000.0,0.0,
Cash and short-term investments,1670000.0,1729000.0,10520000.0,18661000.0,,1812000.0,19326000.0,12658000.0,
Receivables,2823000.0,2657000.0,0.0,0.0,0.0,1169000.0,1313000.0,0.0,
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total current assets,4493000.0,4386000.0,10520000.0,20274000.0,,2981000.0,20639000.0,12658000.0,
Property Plant & Equipment Net,7794000.0,8191000.0,0.0,3279000.0,3586000.0,3586000.0,3840000.0,3903000.0,
Goodwill and Intangible Assets,28344000.0,29180000.0,0.0,8769000.0,9120000.0,8769000.0,8769000.0,8769000.0,
Long-term investments,12836000.0,12742000.0,61181000.0,17109000.0,13837000.0,12432000.0,14045000.0,10789000.0,
Tax assets,1590000.0,1269000.0,0.0,0.0,0.0,2056000.0,2417000.0,0.0,
Total non-current assets,967303000.0,968214000.0,,,,433890000.0,422793000.0,421961000.0,
Total assets,971796000.0,972600000.0,487966000.0,495219000.0,468557000.0,436871000.0,443432000.0,434619000.0,435103000.0
Payables,0.0,0.0,362187000.0,0.0,0.0,0.0,0.0,0.0,
Short-term debt,0.0,0.0,0.0,7219000.0,,0.0,0.0,0.0,
Total current liabilities,0.0,0.0,362187000.0,378011000.0,,0.0,0.0,0.0,
Long-term debt,0.0,0.0,50010000.0,48856000.0,56140000.0,0.0,0.0,0.0,
Total debt,0.0,0.0,50830000.0,33633000.0,30716000.0,0.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Deposit Liabilities,717874000.0,694846000.0,368634000.0,326125000.0,330299000.0,326125000.0,330299000.0,320322000.0,
Total non-current liabilities,274000.0,636000.0,,,,531000.0,1457000.0,0.0,
Total liabilities,833906000.0,838628000.0,414976000.0,422207000.0,362314000.0,362314000.0,363315000.0,355903000.0,
Other comprehensive income,73885000,73224000,136000.0,502000.0,2065000.0,22837000,29195000,30606000,
Retained earnings (deficit),65301000.0,60172000.0,0.0,58810000.0,56792000.0,51187000.0,48822000.0,46475000.0,44051000.0
Total shareholders equity,137890000.0,133972000.0,72990000.0,73012000.0,74557000.0,74557000.0,80117000.0,78716000.0,
Investments,13085000.0,13491000.0,23861000.0,445878000.0,390174000.0,13432000.0,14597000.0,10789000.0,
Net Debt,-1421000.0,-980000.0,,,,-812000.0,-18774000.0,-12658000.0,
Other Assets,0.0,0.0,,,,0.0,0.0,0.0,
Other Liabilities,833632000.0,837992000.0,0.0,370792000.0,,361783000.0,361858000.0,355903000.0,
