Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,7134000.0,7714000.0,5007216.0,28091.0,524477.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7134000.0,7714000.0,5007216.0,28091.0,524477.0
Receivables,0.0,0.0,0.0,0.0,232300.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,7974000.0,8302000.0,5222268.0,28091.0,526553.0
Property Plant & Equipment Net,463000.0,33000.0,23128.0,0.0,22595.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,72000.0,4000.0,4000.0,0.0,0.0
Total non-current assets,11611000.0,11181000.0,11170668.0,0.0,254895.0
Total assets,19585000.0,19483000.0,16392936.0,28091.0,781448.0
Payables,1246000.0,810000.0,1048655.0,322790.0,1073199.0
Short-term debt,0.0,0.0,296412.0,450000.0,0.0
Total current liabilities,3878000.0,2215000.0,1345067.0,772790.0,1621829.0
Long-term debt,107000.0,0.0,0.0,0.0,1627138.0
Total debt,107000.0,0.0,296412.0,450000.0,1627138.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,38000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,286000.0,4000.0,4000.0,0.0,1627138.0
Total liabilities,5313000.0,2365000.0,1432567.0,772790.0,3248967.0
Other comprehensive income,40643000,31597000,19622925,0.0,0.0
Retained earnings (deficit),-26400000.0,-14500000.0,-4674721.0,-748360.0,-13837705.0
Total shareholders equity,14272000.0,17118000.0,14960369.0,-744699.0,-2467519.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-7027000.0,-7714000.0,-4710804.0,421909.0,1102661.0
Other Assets,0.0,0.0,0.0,0.0,-230224.0
Other Liabilities,1149000.0,146000.0,83500.0,0.0,548630.0
