Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,35229000.0,9523000.0,11727000.0,14165000.0
Short-term investments,103092000.0,0.0,0.0,0.0
Cash and short-term investments,138321000.0,9523000.0,11727000.0,14165000.0
Receivables,61186000.0,50734000.0,10327000.0,8005000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,201134000.0,61063000.0,25466000.0,22674000.0
Property Plant & Equipment Net,1530285000.0,1038947000.0,476593000.0,304389000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,31899000.0,26000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,35722000.0,3418000.0,492926000.0,305058000.0
Total assets,1767141000.0,1103428000.0,518392000.0,327732000.0
Payables,34762000.0,382000.0,7629000.0,2452000.0
Short-term debt,0.0,0.0,9567000.0,0.0
Total current liabilities,187982000.0,174475000.0,56421000.0,22623000.0
Long-term debt,489239000.0,155000000.0,135287000.0,20000000.0
Total debt,489239000.0,155000000.0,144854000.0,20000000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,631209000.0,229608000.0,135859000.0,20779000.0
Total liabilities,819191000.0,404083000.0,192280000.0,43402000.0
Other comprehensive income,856818000,773674000,0.0,0.0
Retained earnings (deficit),89000000.0,-76458000.0,-19986000.0,-10226000.0
Total shareholders equity,947950000.0,699345000.0,326112000.0,284330000.0
Investments,134991000.0,26000.0,0.0,0.0
Net Debt,454010000.0,145477000.0,133127000.0,5835000.0
Other Assets,1530285000.0,1038947000.0,3412000.0,504000.0
Other Liabilities,0.0,0.0,39225000.0,20171000.0
