Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,251058000.0,295798000.0,290602000.0,249936000.0,212985000.0,271994000.0,0.0
Short-term investments,11636581000.0,8071140000.0,5073858000.0,2501881000.0,2463163000.0,1973189000.0,
Cash and short-term investments,11887639000.0,8366938000.0,5364460000.0,2751817000.0,2676148000.0,2245183000.0,
Receivables,3925198000.0,1030850000.0,1687788000.0,1538481000.0,0.0,400000.0,0.0
Inventories,113410000.0,128295000.0,59591000.0,50574000.0,61933000.0,0.0,0.0
Total current assets,15926247000.0,9526083000.0,7111839000.0,4340872000.0,2738081000.0,2245583000.0,
Property Plant & Equipment Net,137000.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,245036000.0
Long-term investments,7778000.0,19259000.0,0.0,2800.0,0.0,115700000.0,
Tax assets,65832000.0,0.0,151284000.0,185311000.0,134000.0,0.0,0.0
Total non-current assets,15764766000.0,12687479000.0,11253196000.0,10851850000.0,5355609000.0,3713075000.0,
Total assets,31691013000.0,22213562000.0,18365035000.0,15192722000.0,8093690000.0,5958658000.0,534876000.0
Payables,490510000.0,239114000.0,170950000.0,58046000.0,52505000.0,6857000.0,5136000.0
Short-term debt,101471000.0,88961000.0,47348000.0,23785000.0,57424000.0,19169000.0,
Total current liabilities,591981000.0,328075000.0,220612000.0,83404000.0,112278000.0,26026000.0,
Long-term debt,7102266000.0,7084391000.0,7990605000.0,7249568000.0,2913209000.0,2488618000.0,
Total debt,7203737000.0,7173352000.0,8037953000.0,7273353000.0,2970633000.0,2507787000.0,150922000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,2314000.0,1573000.0,2349000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7102266000.0,7103609000.0,8141889000.0,7249568000.0,2928323000.0,2488618000.0,
Total liabilities,25693343000.0,17523357000.0,15104935000.0,12396789000.0,6497601000.0,4692808000.0,156520000.0
Other comprehensive income,4746242000,3763188000,2920730000,2640893000,1328587000,1157118000,15526000.0
Retained earnings (deficit),830713000.0,559476000.0,210500000.0,148800000.0,237769000.0,102986000.0,0.0
Total shareholders equity,5997670000.0,4690205000.0,3260100000.0,2795933000.0,1596089000.0,1265850000.0,378356000.0
Investments,11644359000.0,8090399000.0,5073858000.0,2501883800.0,2463163000.0,2088889000.0,289756000.0
Net Debt,6952679000.0,6877554000.0,7747351000.0,7023417000.0,2757648000.0,2235793000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,17999096000.0,10091673000.0,6742434000.0,5063817000.0,3457000000.0,2178164000.0,
