Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,60698000.0,79223000.0,47968000.0,23746000.0,21897000.0,51615000.0
Short-term investments,248933000.0,86873000.0,207714000.0,296736000.0,82219000.0,0.0
Cash and short-term investments,309631000.0,166096000.0,255682000.0,320482000.0,104116000.0,51615000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,321489000.0,172190000.0,260553000.0,324597000.0,106026000.0,51808000.0
Property Plant & Equipment Net,68576000.0,44129000.0,3259000.0,270000.0,48000.0,8000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,70350000.0,45589000.0,3361000.0,378000.0,96000.0,20000.0
Total assets,391839000.0,217779000.0,263914000.0,324975000.0,106122000.0,51828000.0
Payables,3719000.0,14711000.0,2778000.0,1445000.0,440000.0,606000.0
Short-term debt,6414000.0,3265000.0,0.0,0.0,0.0,0.0
Total current liabilities,39979000.0,27646000.0,9675000.0,9709000.0,2724000.0,1524000.0
Long-term debt,248000.0,613000.0,0.0,0.0,0.0,0.0
Total debt,6662000.0,3878000.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,41074000.0,30051000.0,9285000.0,4314000.0,1000.0,155000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,13003000.0,12269000.0,503000.0,166000.0,216000.0,230000.0
Total liabilities,52982000.0,39915000.0,10178000.0,9875000.0,2940000.0,1754000.0
Other comprehensive income,866541000,474662000,431075000,413209999.9999,144169000,0.0
Retained earnings (deficit),-527349000.0,-296650000.0,-177159000.0,-98110000.0,-40889000.0,-12883000.0
Total shareholders equity,338857000.0,177864000.0,253736000.0,315100000.0,103182000.0,-11017000.0
Investments,248933000.0,86873000.0,207714000.0,296736000.0,82219000.0,0.0
Net Debt,-54036000.0,-75345000.0,-47968000.0,-23746000.0,-21897000.0,-51615000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,193000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,918000.0
