Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,55235000.0,55833000.0,47334000.0,40338000.0,44197000.0,47660000.0,128507000.0,50949000.0
Short-term investments,541248000.0,541439000.0,531838000.0,456066000.0,385486000.0,372191000.0,579886000.0,307564000.0
Cash and short-term investments,596483000.0,597272000.0,579172000.0,496404000.0,429683000.0,419851000.0,708393000.0,358513000.0
Receivables,10940000.0,8595000.0,5928000.0,4464000.0,4888000.0,4248000.0,5252000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,607423000.0,605867000.0,585100000.0,500868000.0,434571000.0,424099000.0,713645000.0,358513000.0
Property Plant & Equipment Net,42439000.0,37628000.0,38977000.0,39612000.0,42335000.0,46005000.0,47002000.0,50477000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,1177000.0,3276000.0,4678000.0
Long-term investments,16636000.0,18389000.0,13529000.0,13363000.0,14096000.0,14450000.0,84286000.0,48257000.0
Tax assets,21280000.0,25356000.0,53464000.0,64552000.0,70141000.0,75303000.0,928000.0,0.0
Total non-current assets,2068580000.0,1777562000.0,1666088000.0,1576995000.0,1627216000.0,1579935000.0,1332154000.0,1582905000.0
Total assets,2676003000.0,2383429000.0,2251188000.0,2077863000.0,2061787000.0,2004034000.0,2045799000.0,1941418000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,57686000.0,57639000.0,57591000.0,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0
Total current liabilities,57686000.0,57639000.0,57591000.0,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0
Long-term debt,15379000.0,115000000.0,70000000.0,0.0,0.0,5000000.0,0.0,0.0
Total debt,73065000.0,172639000.0,127591000.0,45000000.0,45000000.0,50000000.0,45000000.0,45000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,2116673000.0,1922925000.0,1866785000.0,1759086000.0,1685055000.0,1682128000.0,1717219000.0,1740781000.0
Total non-current liabilities,20742000.0,120404000.0,78094000.0,8107000.0,8806000.0,15786000.0,10536000.0,0.0
Total liabilities,2446922000.0,2183079000.0,2075978000.0,1921934000.0,1867624000.0,1856342000.0,1973247000.0,1867416000.0
Other comprehensive income,22977000,21286000,20433000,19952000,66814000,43351000,43102000,41969000
Retained earnings (deficit),175463000.0,142959000.0,129005000.0,114209000.0,100697000.0,92549000.0,12048000.0,17107000.0
Total shareholders equity,229081000.0,200350000.0,175210000.0,155929000.0,194163000.0,147692000.0,72552000.0,74002000.0
Investments,557884000.0,559828000.0,545367000.0,469429000.0,399582000.0,386641000.0,664172000.0,355821000.0
Net Debt,17830000.0,116806000.0,80257000.0,4662000.0,803000.0,2340000.0,-83507000.0,-5949000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2368494000.0,2005036000.0,1940293000.0,1868827000.0,1813818000.0,1795556000.0,1917711000.0,1822416000.0
