Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,53948000.0,34599000.0,46107000.0,84591000.0,81855000.0,45225000.0,49042000.0,162772000.0,222074000.0,175114000.0
Short-term investments,10511000.0,10421000.0,10449000.0,1309000.0,18335000.0,1447000.0,18304000.0,27687000.0,15123000.0,0.0
Cash and short-term investments,64459000.0,45020000.0,56556000.0,85900000.0,100190000.0,46672000.0,67346000.0,190459000.0,237197000.0,175114000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531980000.0
Inventories,287309000.0,226583000.0,238273000.0,253727000.0,300811000.0,282391000.0,317415000.0,274205000.0,252897000.0,249804000.0
Total current assets,1184132000.0,1069995000.0,977475000.0,1021042000.0,1194973000.0,1116688000.0,1128081000.0,1194638000.0,1167168000.0,1061658000.0
Property Plant & Equipment Net,4578677000.0,4079188000.0,3931327000.0,4311097000.0,5526764000.0,4931379000.0,4498839000.0,4285014000.0,4115180000.0,3894117000.0
Goodwill and Intangible Assets,675737000.0,635628000.0,637716000.0,642546000.0,645044000.0,649138000.0,653168000.0,655774000.0,0.0,658440000.0
Long-term investments,138620000.0,137613000.0,125866000.0,119704000.0,117920000.0,0.0,0.0,0.0,0.0,145416000.0
Tax assets,0.0,0.0,0.0,32849000.0,23806000.0,25048000.0,22846000.0,40407000.0,32890000.0,28145000.0
Total non-current assets,1086681000.0,1047870000.0,1249799000.0,5606566000.0,6615005000.0,5944644000.0,5554410000.0,5361487000.0,5136381000.0,4929294000.0
Total assets,6988110000.0,6334666000.0,6284467000.0,6627608000.0,7809978000.0,7061332000.0,6682491000.0,6556125000.0,6303549000.0,5990952000.0
Payables,358505000.0,312327000.0,279962000.0,310466000.0,382671000.0,404961000.0,388015000.0,337228000.0,301132000.0,281906000.0
Short-term debt,251854000.0,148499000.0,43598000.0,243789000.0,269449000.0,12277000.0,134108000.0,139267000.0,72797000.0,22929000.0
Total current liabilities,986050000.0,812858000.0,669659000.0,947639000.0,968694000.0,784900000.0,850115000.0,898753000.0,768076000.0,667185000.0
Long-term debt,1856841000.0,1566354000.0,1746561000.0,1627443000.0,1825278000.0,1842286000.0,1610867000.0,1285411000.0,1433955000.0,1486677000.0
Total debt,2108695000.0,1714853000.0,1790159000.0,1871232000.0,2094727000.0,1854563000.0,1744975000.0,1424678000.0,1506752000.0,1509606000.0
Deferred revenue,93901000.0,84123000.0,64832000.0,68048000.0,47011000.0,84189000.0,83200000.0,79100000.0,0.0,0.0
Tax Liabilities,41929000.0,42537000.0,48164000.0,45775000.0,45631000.0,74175000.0,46475000.0,70176000.0,0.0,646508000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1578444000.0,1526411000.0,1552003000.0,1531978000.0,1766222000.0,1578244000.0,1573261000.0,1596394000.0,1490141000.0,2752120000.0
Total liabilities,4421335000.0,3905623000.0,3968223000.0,4231103000.0,4675937000.0,4238168000.0,4034243000.0,3780558000.0,3610747000.0,3419305000.0
Other comprehensive income,1244950000,1229786000,1243852000,1241493000,1218562000,1068370000,1050454000,1047113000,1037723000,-20833000.0
Retained earnings (deficit),1163602000.0,1040748000.0,912282000.0,996355000.0,1762827000.0,1603130000.0,1457146000.0,1586123000.0,1497439000.0,1377039000.0
Total shareholders equity,2566775000.0,2429043000.0,2316244000.0,2396505000.0,3134041000.0,2823164000.0,2648248000.0,2775567000.0,2692802000.0,2571647000.0
Investments,149131000.0,148034000.0,136315000.0,121013000.0,136255000.0,1447000.0,18304000.0,27687000.0,15123000.0,145416000.0
Net Debt,2054747000.0,1680254000.0,1744052000.0,1786641000.0,2012872000.0,1809338000.0,1695933000.0,1261906000.0,1284678000.0,1334492000.0
Other Assets,4717297000.0,4216801000.0,4057193000.0,0.0,0.0,0.0,0.0,0.0,0.0,104760000.0
Other Liabilities,1856841000.0,1566354000.0,1746561000.0,1751486000.0,1941021000.0,1875024000.0,1610867000.0,1285411000.0,1352530000.0,362350000.0
