Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,140354269.1751,42314389.3591,22596112.311
Short-term investments,24456295.2243,0.0,0.0
Cash and short-term investments,164810564.3994,42314389.3591,22596112.311
Receivables,70191316.932,47083434.0992,11591360.6911
Inventories,33570911.7221,7662031.4389,3483945.2844
Total current assets,275358610.7091,100579050.786,39764722.8222
Property Plant & Equipment Net,1635455.8611,466444.9819,508567.3146
Goodwill and Intangible Assets,24457.3082,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,757452.9667,460701.3301,323542.1166
Total non-current assets,2943560.0579,927146.312,832109.4312
Total assets,278302170.767,101506197.0979,40596832.2534
Payables,80208972.5036,49515719.468,15162419.0065
Short-term debt,0.0,0.0,0.0
Total current liabilities,123253979.7395,65354443.7727,19710007.1994
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,1475976.8452,1755139.0568,0.0
Deposit Liabilities,12490882.7786,4083282.9504,1109143.2685
Total non-current liabilities,74963.8205,69528.416,0.0
Total liabilities,123328943.5601,65423972.1886,19710007.1994
Other comprehensive income,-4310564.3994,-2721281.7412,-5342836.5731
Retained earnings (deficit),-13824457.3082,-24317563.4825,-35691144.7084
Total shareholders equity,154540231.5485,-25575574.3652,-40164146.8683
Investments,24456295.2243,0.0,0.0
Net Debt,,,
Other Assets,8027206.9465,,
Other Liabilities,43045007.2359,15838724.3047,4547588.1929
