Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,264000.0,0000000.0,8078000.0,8000000.0,217000.0,0000000.0,472000.0,0000000.0,295000.0,0000000.0,182000.0,142000.0,0.0
Short-term investments,3185000.0,,186000.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Cash and short-term investments,3449000.0,,8264000.0,,217000.0,,472000.0,,295000.0,,182000.0,142000.0,0.0
Receivables,0.0,81000000.0,67714000.0,68000000.0,69974000.0,70000000.0,85183000.0,85000000.0,79452000.0,79000000.0,52641000.0,38084000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,98178000.0,2007000000.0,75978000.0,1854000000.0,70191000.0,1833000000.0,85655000.0,1921000000.0,82069000.0,1927000000.0,63371000.0,38226000.0,0.0
Property Plant & Equipment Net,1891386000.0,1891000000.0,1774076000.0,1774000000.0,1752224000.0,1752000000.0,1815783000.0,1816000000.0,1678146000.0,1678000000.0,1147018000.0,977295000.0,0.0
Goodwill and Intangible Assets,45839000.0,46000000,0.0,61000000,0.0,77000000,0.0,103000000,127757000.0,249000000,124019000.0,124019000.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,-1527000.0,,-1132000.0,-885000.0,0.0
Total non-current assets,2007246000.0,1539000000.0,1854224000.0,1370000000.0,1833183000.0,1350000000.0,1920581000.0,1429000000.0,1927375000.0,1304000000.0,1304692000.0,1125310000.0,0.0
Total assets,2105424000.0,2105000000.0,1930202000.0,1930000000.0,1903374000.0,1903000000.0,2006236000.0,2006000000.0,2009444000.0,2009000000.0,1368063000.0,1163536000.0,0.0
Payables,10646000.0,11000000.0,18368000.0,18000000.0,0.0,000000.0,5980000.0,000000.0,0.0,000000.0,0.0,0.0,0.0
Short-term debt,0.0,,0.0,,0.0,,5980000.0,,0.0,,0.0,0.0,0.0
Total current liabilities,59602000.0,60000000.0,45053000.0,45000000.0,30975000.0,31000000.0,29727000.0,30000000.0,21813000.0,22000000.0,16569000.0,36565000.0,0.0
Long-term debt,1529501000.0,1530000000.0,1361053000.0,1361000000.0,1342724000.0,1343000000.0,1421965000.0,1422000000.0,1300295000.0,1300000000.0,757955000.0,680500000.0,0.0
Total debt,1529501000.0,1530000000.0,1361053000.0,1361000000.0,1342724000.0,1343000000.0,1427945000.0,1422000000.0,1300295000.0,1300000000.0,757955000.0,680500000.0,0.0
Deferred revenue,9577000.0,10000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0,0.0
Tax Liabilities,6187000.0,000000.0,5675000.0,000000.0,2902000.0,2000000.0,3178000.0,1000000.0,1650000.0,2000000.0,643000.0,543000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1538676000.0,1539000000.0,1370409000.0,1370000000.0,1350226000.0,1350000000.0,1428513000.0,1429000000.0,1304290000.0,1304000000.0,759739000.0,681928000.0,0.0
Total liabilities,1598278000.0,1598000000.0,1415462000.0,1415000000.0,1381201000.0,1381000000.0,1458240000.0,1458000000.0,1326103000.0,1326000000.0,776308000.0,724536000.0,0.0
Other comprehensive income,492532000,000000.0,505788000,2000000.0,530513000,2000000.0,559112000,2000000.0,690217000,1000000.0,596461000,459188000,0.0
Retained earnings (deficit),7307000.0,,4476000.0,,-4170000.0,,-5558000.0,,-3438000.0,,-2353000.0,-10094000.0,0.0
Total shareholders equity,507146000.0,000000.0,514740000.0,000000.0,522173000.0,000000.0,547996000.0,000000.0,683341000.0,000000.0,591755000.0,439000000.0,0.0
Investments,3185000.0,,186000.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Debt,1529237000.0,1530000000,1352975000.0,1353000000,1342507000.0,1343000000,1427473000.0,1422000000,1300000000.0,1300000000,757773000.0,680358000.0,0.0
Other Assets,0.0,87000000,0.0,19000000,0.0,4000000,0.0,2000000,0.0,2000000,0.0,0.0,0.0
Other Liabilities,0.0,26000000,0.0,14000000,0.0,16000000,0.0,16000000,0.0,7000000,0.0,6043000.0,0.0
