Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,140622000.0,78592000.0,99780000.0,119423000.0,57674000.0,177072000.0
Short-term investments,105256000.0,104719000.0,119854000.0,150001000.0,44999000.0,0.0
Cash and short-term investments,245878000.0,183311000.0,219634000.0,269424000.0,102673000.0,177072000.0
Receivables,36523000.0,29567000.0,6339000.0,0.0,5711000.0,4519000.0
Inventories,22555000.0,22025000.0,25549000.0,13594000.0,3446000.0,1892000.0
Total current assets,321369000.0,245134000.0,261873000.0,293904000.0,111830000.0,183483000.0
Property Plant & Equipment Net,8442000.0,9031000.0,9812000.0,6552000.0,5749000.0,5176000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1712000.0,2095000.0,2109000.0,1299000.0,0.0,0.0
Total non-current assets,18424000.0,20164000.0,20208000.0,13432000.0,6046000.0,5428000.0
Total assets,339793000.0,265298000.0,282081000.0,307336000.0,117876000.0,188911000.0
Payables,26708000.0,17206000.0,18356000.0,16755000.0,17669000.0,15598000.0
Short-term debt,31000.0,32000.0,70000.0,63000.0,0.0,0.0
Total current liabilities,64560000.0,50202000.0,36882000.0,28627000.0,17669000.0,15598000.0
Long-term debt,149268000.0,97342000.0,96231000.0,23097000.0,0.0,0.0
Total debt,149299000.0,97374000.0,96301000.0,23160000.0,0.0,0.0
Deferred revenue,8840000.0,4959000.0,2267000.0,0.0,0.0,0.0
Tax Liabilities,103000.0,2827000.0,2400000.0,1565000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,162974000.0,101532000.0,102854000.0,27889000.0,2332000.0,1534000.0
Total liabilities,227534000.0,151734000.0,139736000.0,56516000.0,20001000.0,17132000.0
Other comprehensive income,757314000,697165000,664154000,640406000,0.0,0.0
Retained earnings (deficit),-643655000.0,-582258000.0,-519926000.0,-388081000.0,-276500000.0,-195818000.0
Total shareholders equity,112259000.0,113564000.0,142345000.0,250820000.0,97875000.0,171779000.0
Investments,105256000.0,104719000.0,119854000.0,150001000.0,44999000.0,0.0
Net Debt,8677000.0,18782000.0,-3479000.0,-96263000.0,-102673000.0,-177072000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
