Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,50422000.0,14680000.0,25342000.0,36079000.0,54059000.0,8036000.0,8016000.0,834000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,50422000.0,14680000.0,25342000.0,36079000.0,54059000.0,8036000.0,8016000.0,834000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,51756000.0,14981000.0,25927000.0,36311000.0,54401000.0,8030000.0,8271000.0,989000.0
Property Plant & Equipment Net,321000.0,522000.0,796000.0,407000.0,486000.0,759000.0,1197000.0,1535000.0
Goodwill and Intangible Assets,59464000.0,59464000.0,77364000.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,59805000.0,60116000.0,78170000.0,514000.0,599000.0,3207000.0,1232000.0,1676000.0
Total assets,111561000.0,75097000.0,104097000.0,36825000.0,55000000.0,11237000.0,9503000.0,2665000.0
Payables,1367000.0,907000.0,1667000.0,1246000.0,2458000.0,1746000.0,1107000.0,1057000.0
Short-term debt,0.0,0.0,0.0,4134000.0,251000.0,1642000.0,236000.0,610000.0
Total current liabilities,6113000.0,4720000.0,3980000.0,7580000.0,5202000.0,5353000.0,1825000.0,2218000.0
Long-term debt,0.0,0.0,0.0,9763000.0,9749000.0,2876000.0,1769000.0,419000.0
Total debt,0.0,0.0,0.0,13897000.0,10000000.0,4518000.0,2005000.0,1029000.0
Deferred revenue,0.0,0.0,425000.0,406000.0,506000.0,1470000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12841000.0,12743000.0,16335000.0,10186000.0,9767000.0,60216000.0,46974000.0,20238000.0
Total liabilities,67354000.0,57063000.0,65420000.0,17881000.0,18174000.0,65569000.0,48799000.0,22456000.0
Other comprehensive income,230154000,170299000,161963000,144126000,128558000,0.0,0.0,0.0
Retained earnings (deficit),-186024000.0,-152300000.0,-123311000.0,-125202000.0,-91750000.0,-57594000.0,-39569000.0,-19912000.0
Total shareholders equity,44207000.0,18034000.0,38677000.0,18944000.0,36826000.0,-54332000.0,-39296000.0,-19791000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-50422000.0,-14680000.0,-25342000.0,-22182000.0,-44059000.0,-3518000.0,-6011000.0,195000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,-6000.0,255000.0,155000.0
Other Liabilities,48400000.0,39600000.0,45105000.0,115000.0,3205000.0,1965000.0,482000.0,551000.0
