Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,86546000.0,52539000.0,77517000.0,113564000.0,103237000.0,81286000.0,85586000.0,0.0,50819000.0,112737000.0
Short-term investments,138358000.0,126005000.0,145893000.0,140548000.0,144698000.0,180118000.0,200596000.0,0.0,,
Cash and short-term investments,224904000.0,178544000.0,223410000.0,254112000.0,247935000.0,261404000.0,286182000.0,0.0,,
Receivables,5684000.0,5019000.0,4677000.0,4412000.0,3932000.0,3231000.0,3217000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,230588000.0,183563000.0,228087000.0,258524000.0,251867000.0,264635000.0,289399000.0,0.0,,
Property Plant & Equipment Net,3284000.0,3156000.0,3772000.0,3954000.0,3943000.0,1155000.0,968000.0,0.0,974000.0,1189000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2740000.0
Long-term investments,63227000.0,35480000.0,62921000.0,98924000.0,88356000.0,68067000.0,63960000.0,0.0,,
Tax assets,11339000.0,8457000.0,12322000.0,10260000.0,10630000.0,8648000.0,9324000.0,0.0,0.0,0.0
Total non-current assets,1735869000.0,1610503000.0,1552612000.0,1524368000.0,1377520000.0,1004020000.0,936709000.0,0.0,,
Total assets,1966457000.0,1794066000.0,1780699000.0,1782892000.0,1629387000.0,1268655000.0,1226108000.0,0.0,1107057000.0,1117436000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,10033000.0,10019000.0,10004000.0,10315000.0,10315000.0,10315000.0,10315000.0,0.0,,
Total current liabilities,10033000.0,10019000.0,10004000.0,10342000.0,10337000.0,10331000.0,10331000.0,0.0,,
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,22241000.0,0.0,,
Total debt,10033000.0,10019000.0,10004000.0,10315000.0,10315000.0,10315000.0,32556000.0,0.0,51819000.0,67830000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,27000.0,22000.0,16000.0,16000.0,0.0,0.0,0.0
Deposit Liabilities,1455299000.0,1394331000.0,1538855000.0,1577231000.0,1438268000.0,1129855000.0,1092254000.0,0.0,988298000.0,984374000.0
Total non-current liabilities,8167000.0,5873000.0,8270000.0,7627000.0,7027000.0,4926000.0,26982000.0,0.0,,
Total liabilities,1785750000.0,1624788000.0,1619049000.0,1632060000.0,1491639000.0,1159380000.0,1126569000.0,0.0,1051722000.0,1063043000.0
Other comprehensive income,68622000,69044000,69721000,70239000,69165000,52433000,51717000,0.0,1792000.0,1544000.0
Retained earnings (deficit),110310000.0,98906000.0,91317000.0,80584000.0,67886000.0,57143000.0,45599000.0,0.0,29808000.0,29582000.0
Total shareholders equity,180707000.0,169278000.0,161650000.0,150832000.0,137748000.0,109275000.0,99539000.0,0.0,55335000.0,54393000.0
Investments,201585000.0,161485000.0,208814000.0,239472000.0,233054000.0,248185000.0,264556000.0,0.0,1016681000.0,964460000.0
Net Debt,-76513000.0,-42520000.0,-67513000.0,-103249000.0,-92922000.0,-70971000.0,-53030000.0,0.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,1767550000.0,1608896000.0,1600775000.0,1614091000.0,1474275000.0,1144123000.0,1089256000.0,0.0,,
