Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,46527000.0,71793000.0,114423000.0,89955000.0,86954000.0,67992000.0,70643000.0,50285000.0,70296000.0,67240000.0,26777000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71483000.0,0.0
Cash and short-term investments,46527000.0,71793000.0,114423000.0,89955000.0,86954000.0,67992000.0,70643000.0,50285000.0,70296000.0,138723000.0,26777000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10446000.0,64980000.0
Inventories,265256000.0,275130000.0,276771000.0,330683000.0,93458000.0,91088000.0,77793000.0,65345000.0,44412000.0,47406000.0,34437000.0
Total current assets,740989000.0,789892000.0,842197000.0,892135000.0,325434000.0,307875000.0,290222000.0,241430000.0,210478000.0,204998000.0,136586000.0
Property Plant & Equipment Net,336167000.0,251645000.0,230341000.0,236057000.0,112447000.0,113750000.0,108137000.0,93304000.0,73451000.0,58425000.0,47980000.0
Goodwill and Intangible Assets,1034518000.0,1005559000.0,924964000.0,935625000.0,295609000.0,276882000.0,251241000.0,166429000.0,70395000.0,68595000.0,69731000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,11711000.0,11640000.0,11237000.0,9707000.0,9321000.0,7122000.0,5044000.0,1148000.0,1078000.0,0.0,0.0
Total non-current assets,1698451000.0,1318082000.0,1220587000.0,1253068000.0,431587000.0,406800000.0,368751000.0,266262000.0,146618000.0,137448000.0,119699000.0
Total assets,2439440000.0,2107974000.0,2062784000.0,2145203000.0,757021000.0,714675000.0,658973000.0,507692000.0,357096000.0,342446000.0,256285000.0
Payables,72398000.0,96928000.0,84331000.0,109354000.0,42252000.0,42559000.0,38023000.0,27938000.0,25629000.0,27730000.0,1801000.0
Short-term debt,86466000.0,295000000.0,107000000.0,260000000.0,58000000.0,0.0,3326000.0,3212000.0,0.0,465000.0,4111000.0
Total current liabilities,202902000.0,133045000.0,120571000.0,143628000.0,46175000.0,42559000.0,48761000.0,31150000.0,35405000.0,34622000.0,35291000.0
Long-term debt,193504000.0,295887000.0,295243000.0,196545000.0,200000000.0,0.0,5026000.0,8351000.0,0.0,1386000.0,5265000.0
Total debt,279970000.0,590887000.0,402243000.0,456545000.0,258000000.0,0.0,8352000.0,11563000.0,0.0,1851000.0,9376000.0
Deferred revenue,28000.0,4501000.0,7560000.0,7776000.0,13747000.0,13573000.0,11090000.0,9260000.0,0.0,0.0,0.0
Tax Liabilities,4302000.0,749000.0,4221000.0,738000.0,3923000.0,0.0,7412000.0,0.0,9776000.0,14861000.0,14248000.0
Deposit Liabilities,39736000.0,35368000.0,32019000.0,33536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,254935000.0,361825000.0,359880000.0,291589000.0,221464000.0,1165000.0,13853000.0,21626000.0,6319000.0,9820000.0,8555000.0
Total liabilities,1089405000.0,789870000.0,587451000.0,695217000.0,325639000.0,266124000.0,244614000.0,155276000.0,41724000.0,44442000.0,43846000.0
Other comprehensive income,719035000,823918000,1092260000,1181898000,0.0,0.0,0.0,0.0,0.0,-3049000.0,-6491000.0
Retained earnings (deficit),727476000.0,606810000.0,494457000.0,387401000.0,643604000.0,582894000.0,497728000.0,413882000.0,333523000.0,255741000.0,198083000.0
Total shareholders equity,1350035000.0,1318104000.0,1475333000.0,1449986000.0,431382000.0,448551000.0,414359000.0,352416000.0,315372000.0,298004000.0,212439000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71483000.0,0.0
Net Debt,233443000.0,519094000.0,287820000.0,366590000.0,171046000.0,-67992000.0,-62291000.0,-38722000.0,-70296000.0,-136872000.0,-17401000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8423000.0,10392000.0
Other Liabilities,631568000.0,295000000.0,107000000.0,260000000.0,58000000.0,222400000.0,182000000.0,102500000.0,0.0,6427000.0,29379000.0
