Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,2938000000.0,3329000000.0,3155000000.0,2862000000.0,2521000000.0
Stock-based compensation,158000000.0,0.0,0.0,0.0,0.0
Operating Cash Flow,5930000000.0,3894000000.0,-4958000000.0,-2957000000.0,7607000000.0
Capital Expenditure,1961000000.0,-2678000000.0,-3452000000.0,-3917000000.0,-3746000000.0
Acquisitions and disposals,-0.0,190000000.0,1807000000.0,1276000000.0,2277000000.0
Investment purchases and sales,-147000000.0,329000000.0,9297000000.0,7709000000.0,119000000.0
Investing Cash flow,-2192000000.0,-2128000000.0,7552000000.0,5092000000.0,-1350000000.0
Issuance (repayment) of debt,-119000000.0,-1234000000.0,-328000000.0,-589000000.0,187000000.0
Issuance (buybacks) of shares,-407000000.0,112000000.0,489000000.0,-518000000.0,-658000000.0
Dividend payments,-535000000.0,0.0,-2179000000.0,-2462000000.0,-2253000000.0
Financing Cash Flow,-4095000000.0,-5164000000.0,-3331000000.0,-4014000000.0,-3132000000.0
Effect of forex changes on cash,-27000000.0,-100000000.0,320000000.0,-77000000.0,-202000000.0
Net cash flow / Change in cash,2367000000.0,-3498000000.0,-417000000.0,-1956000000.0,2923000000.0
Free Cash Flow,3969000000.0,1216000000.0,-8410000000.0,-6874000000.0,3861000000.0
Net Cash/Marketcap,0.0,-0.4559,-0.4559,-0.4559,-0.4559
