Date,2019-09-29,2018-09-30,2017-10-01,2016-10-02,2015-09-27,2014-09-28,2013-09-29,2012-09-30,2011-10-02,2010-10-03,2009-09-27
Depreciation & Amortization,1449300000.0,1305900000.0,1067100000.0,1030100000.0,933800000.0,748400000.0,655600000.0,580600000.0,550000000.0,0.0,563300000.0
Stock-based compensation,308000000.0,250300000.0,176000000.0,218100000.0,209800000.0,183200000.0,142300000.0,153600000.0,145200000.0,0.0,83200000.0
Operating Cash Flow,5047000000.0,11937800000.0,4174300000.0,4575100000.0,3749100000.0,607800000.0,2908300000.0,1750300000.0,1612400000.0,0.0,1389000000.0
Capital Expenditure,1806600000.0,1976400000.0,1519400000.0,1440300000.0,1303700000.0,1160900000.0,1151200000.0,856200000.0,531900000.0,440700000.0,-403100000.0
Acquisitions and disposals,-0.0,-1311300000.0,-0.0,-0.0,-284300000.0,-0.0,-610400000.0,-129100000.0,-55800000.0,-0.0,0.0
Investment purchases and sales,-10412700000.0,-7280100000.0,-2567300000.0,-3553400000.0,-1984700000.0,-302500000.0,-588100000.0,-549100000.0,-125900000.0,0.0,-18000000.0
Investing Cash flow,-1010800000.0,-2361500000.0,-850000000.0,-2222900000.0,-1520300000.0,-851800000.0,-1413000000.0,-964300000.0,-1019500000.0,-789500000.0,-421100000.0
Issuance (repayment) of debt,-350000000.0,-0.0,-400000000.0,-0.0,-610100000.0,-0.0,-35200000.0,-0.0,-4300000.0,-0.0,-713800000.0
Issuance (buybacks) of shares,-9812500000.0,-6979600000.0,-1891700000.0,-1834900000.0,-1244300000.0,-618900000.0,-340900000.0,-549100000.0,-555900000.0,0.0,57300000.0
Dividend payments,-1761300000.0,-1743400000.0,-1450400000.0,-1178000000.0,-928600000.0,-783100000.0,-628900000.0,-513000000.0,-389500000.0,-0.0,0.0
Financing Cash Flow,-10056900000.0,-3242800000.0,-3001600000.0,-1750000000.0,-2256500000.0,-623300000.0,-108200000.0,-745500000.0,-608000000.0,0.0,-642200000.0
Effect of forex changes on cash,-49000000.0,-39500000.0,10800000.0,-3500000.0,-150600000.0,-34100000.0,-1800000.0,9700000.0,-800000.0,-5200000.0,4300000.0
Net cash flow / Change in cash,-6069700000.0,6294000000.0,333500000.0,598700000.0,-178300000.0,-867300000.0,1387100000.0,40500000.0,-15900000.0,564200000.0,330000000.0
Free Cash Flow,3240400000.0,9961400000.0,2654900000.0,3134800000.0,2445400000.0,-553100000.0,1757100000.0,894100000.0,1080500000.0,-440700000.0,985900000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077
