Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,59763773.0,62510277.0,30965791.0,41513060.0,9330681.0,154695.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,59763773.0,62510277.0,30965791.0,41513060.0,9330681.0,154695.0
Receivables,0.0,0.0,0.0,0.0,0.0,34514.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,66955480.0,68227582.0,36410692.0,43415695.0,11594829.0,689274.0
Property Plant & Equipment Net,371963.0,164527.0,143382.0,227646.0,19642.0,47791.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,371963.0,826727.0,143582.0,227846.0,21842.0,1171566.0
Total assets,67327443.0,69054309.0,36554274.0,43643541.0,11616671.0,1860840.0
Payables,4461567.0,3355255.0,1848084.0,823401.0,313937.0,308282.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,125000.0
Total current liabilities,9725782.0,7442721.0,6966966.0,3937617.0,3145535.0,1562425.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,374996.0
Total debt,0.0,0.0,0.0,0.0,0.0,499996.0
Deferred revenue,747926.0,171975.0,833975.0,841225.0,1120125.0,2161446.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,59524.0,691060.0,21632.0,18519.0,16522811.0,1495121.0
Total liabilities,9725782.0,8104721.0,6966966.0,3937617.0,19668346.0,3057546.0
Other comprehensive income,175476075,138916900,75545875,62276779,0.0,0.0
Retained earnings (deficit),-117892041.0,-77980866.0,-45968562.0,-22580055.0,-10028705.0,-4359128.0
Total shareholders equity,57601661.0,60949588.0,29587308.0,39705924.0,-8051675.0,-4359079.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-59763773.0,-62510277.0,-30965791.0,-41513060.0,-9330681.0,345301.0
Other Assets,0.0,0.0,0.0,0.0,2264148.0,500065.0
Other Liabilities,0.0,0.0,-21632.0,-18519.0,2831598.0,1129143.0
