Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,878400000.0,928000000.0,659300000.0,434700000.0,532700000.0,656800000.0,560900000.0,340000000.0,420400000.0,414900000.0
Short-term investments,6100000.0,6000000.0,4800000.0,5800000.0,4600000.0,3700000.0,0.0,0.0,0.0,115100000.0
Cash and short-term investments,884500000.0,934000000.0,664100000.0,440500000.0,537300000.0,660500000.0,560900000.0,340000000.0,420400000.0,530000000.0
Receivables,22200000.0,22200000.0,22200000.0,410000000.0,410000000.0,432200000.0,523600000.0,533500000.0,66800000.0,59900000.0
Inventories,273000000.0,259100000.0,234600000.0,222000000.0,229800000.0,224400000.0,209800000.0,163600000.0,151900000.0,140400000.0
Total current assets,1287200000.0,1359600000.0,1016500000.0,769100000.0,950300000.0,1034200000.0,995600000.0,656800000.0,713600000.0,838900000.0
Property Plant & Equipment Net,1010400000.0,926100000.0,883200000.0,862400000.0,850700000.0,886800000.0,750800000.0,782200000.0,963900000.0,1015100000.0
Goodwill and Intangible Assets,0.0,0.0,9700000.0,9700000.0,9700000.0,9700000.0,600000.0,1400000.0,2200000.0,3000000.0
Long-term investments,49400000.0,7800000.0,6200000.0,7700000.0,4600000.0,432200000.0,432200000.0,523500000.0,125400000.0,164800000.0
Tax assets,3900000.0,2500000.0,4300000.0,4800000.0,600000.0,0.0,5000000.0,4000000.0,48000000.0,61500000.0
Total non-current assets,1226900000.0,1088900000.0,1014700000.0,1407200000.0,1403200000.0,1459100000.0,1335400000.0,1483100000.0,1697000000.0,1781400000.0
Total assets,2514100000.0,2448500000.0,2031200000.0,2176300000.0,2353500000.0,2493300000.0,2331000000.0,2139900000.0,2410600000.0,2620300000.0
Payables,233300000.0,237100000.0,222800000.0,139600000.0,168300000.0,161900000.0,139500000.0,122300000.0,127800000.0,123000000.0
Short-term debt,5000000.0,25100000.0,2600000.0,2100000.0,2400000.0,2300000.0,7800000.0,5300000.0,200000.0,174100000.0
Total current liabilities,261600000.0,270100000.0,228800000.0,143000000.0,172700000.0,166200000.0,239300000.0,139500000.0,135000000.0,307100000.0
Long-term debt,346900000.0,350800000.0,374400000.0,751800000.0,759500000.0,762700000.0,782700000.0,715900000.0,714500000.0,706300000.0
Total debt,351900000.0,375900000.0,377000000.0,753900000.0,761900000.0,765000000.0,790500000.0,721200000.0,714700000.0,880400000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,21000000.0,4500000.0,31300000.0,4500000.0,3300000.0,2100000.0,0.0,100000.0,164800000.0,164300000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,543800000.0,562200000.0,594000000.0,1000800000.0,1052800000.0,1087500000.0,1045100000.0,982300000.0,1057800000.0,1059700000.0
Total liabilities,813900000.0,844000000.0,835500000.0,1159300000.0,1237700000.0,1267000000.0,1297200000.0,1139000000.0,1192800000.0,1366800000.0
Other comprehensive income,80600000,293100000,289200000,285900000,282000000,275800000,280700000,275500000,-69600000.0,-64600000.0
Retained earnings (deficit),1612600000.0,1280100000.0,890300000.0,724200000.0,812300000.0,887700000.0,710600000.0,681800000.0,863100000.0,902100000.0
Total shareholders equity,1700200000.0,1604500000.0,1195700000.0,1017000000.0,1115800000.0,1226300000.0,1033800000.0,1000900000.0,1217800000.0,1253500000.0
Investments,55500000.0,13800000.0,11000000.0,13500000.0,9200000.0,435900000.0,432200000.0,523500000.0,125400000.0,279900000.0
Net Debt,-526500000.0,-552100000.0,-282300000.0,319200000.0,229200000.0,108200000.0,229600000.0,381200000.0,294300000.0,350400000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74500000.0,108600000.0
Other Liabilities,8500000.0,11700000.0,12700000.0,15500000.0,12200000.0,13300000.0,12800000.0,17200000.0,7000000.0,10000000.0
