Date,2018-01-31,2018-01,2017-01-31,2017-01,2016-01-31,2016-01,2015-01-31,2015-01,2014-01-31,2014-01,2013-01-31,2012-01-31
Cash and cash equivalents,32041000.0,32000000.0,69000000.0,69000000.0,65569000.0,66000000.0,21661000.0,22000000.0,35013000.0,35000000.0,27242000.0,41916000.0
Short-term investments,44987000.0,000000.0,71593000.0,000000.0,101001000.0,000000.0,4145000.0,000000.0,2881000.0,3000000.0,133969000.0,3143000.0
Cash and short-term investments,32041000.0,000000.0,69000000.0,000000.0,65569000.0,000000.0,25806000.0,000000.0,37894000.0,3000000.0,27242000.0,45059000.0
Receivables,59558000.0,60000000.0,70983000.0,71000000.0,91810000.0,92000000.0,110779000.0,111000000.0,96717000.0,97000000.0,145890000.0,162043000.0
Inventories,20020000.0,20000000.0,21123000.0,21000000.0,19540000.0,20000000.0,30144000.0,30000000.0,46652000.0,47000000.0,49913000.0,35392000.0
Total current assets,168521000.0,202000000.0,250483000.0,186000000.0,286294000.0,202000000.0,284528000.0,261000000.0,316857000.0,330000000.0,381823000.0,392789000.0
Property Plant & Equipment Net,120604000.0,121000000.0,102220000.0,102000000.0,113497000.0,113000000.0,153184000.0,153000000.0,228572000.0,229000000.0,266540000.0,277357000.0
Goodwill and Intangible Assets,12759000.0,13000000,10694000.0,11000000,11134000.0,11000000,12760000.0,13000000,14065000.0,14000000,32401000.0,31802000.0
Long-term investments,0.0,53000000.0,0.0,55000000.0,0.0,57000000.0,0.0,64000000.0,10651000.0,67000000.0,0.0,0.0
Tax assets,220000.0,000000.0,242000.0,000000.0,880000.0,000000.0,704000.0,1000000.0,612000.0,000000.0,24530000.0,21895000.0
Total non-current assets,201668000.0,139000000.0,185668000.0,209000000.0,202363000.0,205000000.0,260985000.0,185000000.0,329761000.0,162000000.0,430403000.0,413047000.0
Total assets,370189000.0,370000000.0,436151000.0,436000000.0,488657000.0,489000000.0,545513000.0,546000000.0,646618000.0,647000000.0,812226000.0,805836000.0
Payables,42330000.0,42000000.0,58109000.0,58000000.0,68548000.0,69000000.0,82556000.0,83000000.0,69324000.0,69000000.0,86329000.0,104261000.0
Short-term debt,67293000.0,67000000.0,64139000.0,0000000.0,88000.0,0000000.0,142000.0,0000000.0,14322000.0,14000000.0,12789000.0,7450000.0
Total current liabilities,173230000.0,173000000.0,144938000.0,145000000.0,155014000.0,155000000.0,179696000.0,180000000.0,195527000.0,196000000.0,256744000.0,256385000.0
Long-term debt,98769000.0,99000000.0,162346000.0,162000000.0,15000.0,159000000.0,22082000.0,132000000.0,1522000.0,108000000.0,96539000.0,52716000.0
Total debt,166062000.0,99000000.0,226485000.0,162000000.0,103000.0,159000000.0,22224000.0,132000000.0,15844000.0,108000000.0,109328000.0,60166000.0
Deferred revenue,10563000.0,11000000.0,22690000.0,000000.0,24158000.0,000000.0,34109000.0,000000.0,31255000.0,000000.0,34869000.0,31914000.0
Tax Liabilities,324000.0,1000000.0,9088000.0,4000000.0,8584000.0,5000000.0,8112000.0,5000000.0,7989000.0,11000000.0,8063000.0,19328000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,139406000.0,139000000.0,208945000.0,209000000.0,204937000.0,205000000.0,184158000.0,185000000.0,160388000.0,162000000.0,140411000.0,97570000.0
Total liabilities,312684000.0,313000000.0,353931000.0,354000000.0,359999000.0,360000000.0,364298000.0,364000000.0,357154000.0,357000000.0,399489000.0,357171000.0
Other comprehensive income,372049000,-19000000.0,369160000,-18000000.0,365605000,-21000000.0,370048000,-17000000.0,367461000,-17000000.0,352048000,351057000
Retained earnings (deficit),-296131000.0,-296000000.0,-268820000.0,-269000000.0,-216584000.0,-217000000.0,-171807000.0,-172000000.0,-61656000.0,-62000000.0,66983000.0,103634000.0
Total shareholders equity,57505000.0,58000000.0,82220000.0,82000000.0,128658000.0,129000000.0,181215000.0,181000000.0,289464000.0,289000000.0,412737000.0,448665000.0
Investments,44987000.0,53000000.0,71593000.0,55000000.0,101001000.0,57000000.0,4145000.0,64000000.0,13532000.0,67000000.0,133969000.0,3143000.0
Net Debt,134021000.0,134000000,157485000.0,93000000,-65466000.0,93000000,563000.0,110000000,-19169000.0,87000000,82086000.0,18250000.0
Other Assets,0.0,71000000,0.0,105000000,0.0,128000000,0.0,153000000,0.0,150000000,0.0,0.0
Other Liabilities,48000.0,78000000,48000.0,62000000,48000.0,49000000,444000.0,80000000,1239000.0,58000000,2334000.0,3216000.0
