Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,273352000.0,273000000.0,285873000.0,286000000.0,371167000.0,371000000.0,185665000.0,186000000.0,211249000.0,211000000.0,186342000.0,254418000.0,136366000.0
Short-term investments,0.0,000000.0,11753000.0,12000000.0,39328000.0,39000000.0,203329000.0,203000000.0,261136000.0,261000000.0,76647000.0,0.0,0.0
Cash and short-term investments,273352000.0,000000.0,297626000.0,12000000.0,410495000.0,39000000.0,388994000.0,203000000.0,472385000.0,261000000.0,262989000.0,254418000.0,136366000.0
Receivables,71210000.0,71000000.0,68031000.0,68000000.0,57373000.0,57000000.0,51668000.0,52000000.0,50672000.0,51000000.0,54758000.0,56135000.0,57418000.0
Inventories,27538000.0,28000000.0,20068000.0,20000000.0,18204000.0,18000000.0,27926000.0,28000000.0,28433000.0,28000000.0,29532000.0,26335000.0,15077000.0
Total current assets,390384000.0,3624000000.0,411072000.0,3371000000.0,516770000.0,2983000000.0,481718000.0,2723000000.0,573113000.0,2337000000.0,369558000.0,367166000.0,227242000.0
Property Plant & Equipment Net,3370855000.0,3371000000.0,3210162000.0,3210000000.0,2813084000.0,2813000000.0,2443567000.0,2444000000.0,1971839000.0,1972000000.0,1575579000.0,1210693000.0,843092000.0
Goodwill and Intangible Assets,48540000.0,49000000,50019000.0,50000000,45796000.0,46000000,46589000.0,47000000,134455000.0,134000000,144491000.0,157541000.0,170591000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,76647000.0,0.0,0.0
Tax assets,400000.0,000000.0,300000.0,000000.0,166087000.0,000000.0,197669000.0,000000.0,11009000.0,11000000.0,9076000.0,21160000.0,9435000.0
Total non-current assets,3623887000.0,2150000000.0,3370979000.0,1971000000.0,2982855000.0,2073000000.0,2722512000.0,1874000000.0,2336568000.0,1575000000.0,1940238000.0,1549175000.0,1146944000.0
Total assets,4014271000.0,4014000000.0,3782051000.0,3782000000.0,3499625000.0,3500000000.0,3204230000.0,3204000000.0,2909681000.0,2910000000.0,2309796000.0,1916341000.0,1374186000.0
Payables,12869000.0,13000000.0,43100000.0,43000000.0,11131000.0,11000000.0,31525000.0,32000000.0,17677000.0,18000000.0,12934000.0,13834000.0,24816000.0
Short-term debt,126000000.0,126000000.0,85500000.0,86000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,19615000.0,0.0,0.0
Total current liabilities,262719000.0,263000000.0,214226000.0,214000000.0,83194000.0,83000000.0,101614000.0,102000000.0,102350000.0,102000000.0,101499000.0,88652000.0,95890000.0
Long-term debt,1478739000.0,1830000000.0,1618055000.0,1618000000.0,1657145000.0,1657000000.0,1521822000.0,1522000000.0,1291401000.0,1291000000.0,1039203000.0,751787000.0,417133000.0
Total debt,1604739000.0,1830000000.0,1703555000.0,1618000000.0,1657145000.0,1657000000.0,1521822000.0,1522000000.0,1291401000.0,1291000000.0,1058818000.0,751787000.0,417133000.0
Deferred revenue,37429000.0,75000000.0,38390000.0,48000000.0,34087000.0,36000000.0,36967000.0,29000000.0,36665000.0,21000000.0,41367000.0,42755000.0,35445000.0
Tax Liabilities,1112000.0,241000000.0,1046000.0,246000000.0,920000.0,362000000.0,916000.0,297000000.0,1150000.0,245000000.0,1259000.0,1405000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1798977000.0,2150000000.0,1971356000.0,1971000000.0,2059535000.0,2073000000.0,1859713000.0,1874000000.0,1560416000.0,1575000000.0,1252413000.0,933404000.0,557213000.0
Total liabilities,2412694000.0,2413000000.0,2185582000.0,2186000000.0,2155867000.0,2156000000.0,1975509000.0,1976000000.0,1677817000.0,1678000000.0,1370301000.0,1039783000.0,672168000.0
Other comprehensive income,1108550000,-9000000.0,1081373000,-4000000.0,1060311000,-5000000.0,1044488000,-9000000.0,1033176000,-3000000.0,801262000,793511000,681781000
Retained earnings (deficit),501712000.0,502000000.0,518794000.0,519000000.0,288797000.0,289000000.0,193201000.0,193000000.0,201514000.0,202000000.0,138845000.0,83328000.0,20389000.0
Total shareholders equity,1601577000.0,1602000000.0,1596469000.0,1596000000.0,1343758000.0,1344000000.0,1228721000.0,1229000000.0,1231864000.0,1232000000.0,939495000.0,876558000.0,702018000.0
Investments,0.0,,11753000.0,,39328000.0,,203329000.0,,261136000.0,,153294000.0,0.0,0.0
Net Debt,1331387000.0,1683000000,1417682000.0,1418000000,1285978000.0,1286000000,1336157000.0,1336000000,1080152000.0,1080000000,872476000.0,497369000.0,280767000.0
Other Assets,0.0,204000000,0.0,111000000,0.0,124000000,0.0,232000000,0.0,230000000,0.0,0.0,0.0
Other Liabilities,350998000.0,4000000,0.0,60000000,13138000.0,4000000,14182000.0,12000000,15051000.0,3000000,16389000.0,17727000.0,19065000.0
