Date,2019-01-26,2018-01-27,2017-07-29,2016-07-30,2015-07-25,2014-07-26,2013-10-26,2013-07-27,2012-07-28,2011-07-30,2010-07-31,2009-07-25
Cash and cash equivalents,128342000.0,84029000.0,38608000.0,33787000.0,21289000.0,20672000.0,14394000.0,18607000.0,52581000.0,44766000.0,103320000.0,104707000.0
Short-term investments,16318000.0,12811000.0,423303000.0,399705000.0,295360000.0,250501000.0,241059000.0,223718000.0,147838000.0,0.0,0.0,0.0
Cash and short-term investments,144660000.0,96840000.0,38608000.0,33787000.0,21289000.0,20672000.0,14394000.0,18607000.0,52581000.0,44766000.0,103320000.0,104707000.0
Receivables,625258000.0,318684000.0,369800000.0,328030000.0,315134000.0,272741000.0,304412000.0,252202000.0,141788000.0,229407000.0,176676000.0,184079000.0
Inventories,94385000.0,79039000.0,83204000.0,73606000.0,48650000.0,49095000.0,39273000.0,35999000.0,26274000.0,20558000.0,16058000.0,8303000.0
Total current assets,1096440000.0,904786000.0,938518000.0,851234000.0,696632000.0,605736000.0,615330000.0,541134000.0,376947000.0,330311000.0,322761000.0,
Property Plant & Equipment Net,424751000.0,414768000.0,422107000.0,326670000.0,231564000.0,205413000.0,203916000.0,202703000.0,158247000.0,149439000.0,136028000.0,142132000.0
Goodwill and Intangible Assets,486874000.0,493212000.0,505309000.0,508036000.0,392579000.0,385204000.0,387831000.0,393085000.0,224622000.0,231128000.0,207476000.0,213907000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,3461000.0,0.0,26524000.0,22733000.0,20630000.0,19932000.0,17718000.0,16853000.0,15633000.0,18570000.0,,
Total non-current assets,1001063000.0,936170000.0,960789000.0,868482000.0,662232000.0,606618000.0,608946000.0,613074000.0,395246000.0,356795000.0,,
Total assets,2097503000.0,1840956000.0,1899307000.0,1719716000.0,1358864000.0,1212354000.0,1224276000.0,1154208000.0,772193000.0,724755000.0,679556000.0,693457000.0
Payables,119485000.0,92361000.0,132974000.0,115492000.0,71834000.0,63318000.0,68926000.0,77954000.0,36823000.0,39399000.0,25881000.0,28977000.0
Short-term debt,5625000.0,26469000.0,21656000.0,13125000.0,3750000.0,10938000.0,8594000.0,7813000.0,74000.0,232000.0,47000.0,926000.0
Total current liabilities,284991000.0,259612000.0,318538000.0,322627000.0,226710000.0,196532000.0,201848000.0,199815000.0,114563000.0,118513000.0,97203000.0,110030000.0
Long-term debt,867574000.0,733843000.0,738265000.0,706202000.0,521841000.0,446863000.0,475735000.0,444169000.0,187500000.0,187574000.0,135350000.0,135377000.0
Total debt,873199000.0,760312000.0,759921000.0,719327000.0,525591000.0,457801000.0,484329000.0,451982000.0,187574000.0,135397000.0,,
Deferred revenue,15125000.0,43503000.0,40091000.0,42637000.0,54689000.0,75414000.0,66185000.0,66839000.0,1522000.0,376000.0,,
Tax Liabilities,721000.0,755000.0,1112000.0,15307000.0,8916000.0,5223000.0,9100000.0,2300000.0,2194000.0,24159000.0,,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Total non-current liabilities,940029000.0,796963000.0,847179000.0,786967000.0,573478000.0,497106000.0,531330000.0,498782000.0,241108000.0,187798000.0,,
Total liabilities,1293335000.0,1115960000.0,1227724000.0,1162429000.0,851664000.0,727420000.0,763292000.0,725847000.0,379262000.0,372904000.0,285001000.0,302834000.0
Other comprehensive income,22489000,6170000,10092000,10208000,71004000,131819000,129068000,115205000,114820000,169000.0,,
Retained earnings (deficit),772484000.0,709577000.0,652287000.0,537880000.0,426267000.0,341943000.0,320625000.0,301965000.0,266777000.0,227399000.0,211292000.0,205443000.0
Total shareholders equity,804168000.0,724996000.0,671583000.0,557287000.0,507200000.0,484934000.0,460984000.0,428361000.0,392931000.0,351851000.0,394555000.0,390623000.0
Investments,16318000.0,12811000.0,423303000.0,399705000.0,295360000.0,250501000.0,241059000.0,223718000.0,147838000.0,0.0,0.0,0.0
Net Debt,744857000.0,676283000.0,721313000.0,685540000.0,504302000.0,437129000.0,469935000.0,433375000.0,134993000.0,143040000.0,32077000.0,31596000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35580000.0,26707000.0,30118000.0
Other Liabilities,68315000.0,59385000.0,62007000.0,52835000.0,51476000.0,33782000.0,30114000.0,27250000.0,23591000.0,78882000.0,71275000.0,80127000.0
