Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31
Cash and cash equivalents,76722000.0,98318000.0,124083000.0,153462865.0,119873668.0,45679.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,76722000.0,98318000.0,124083000.0,153462865.0,119873668.0,45679.0
Receivables,444000.0,935000.0,636000.0,528283.0,395172.0,369408.0
Inventories,0.0,173000.0,128000.0,93203.0,0.0,0.0
Total current assets,78346000.0,100276000.0,125721000.0,154991303.0,120898630.0,437133.0
Property Plant & Equipment Net,9830000.0,12775000.0,14509000.0,15119766.0,6384602.0,99548.0
Goodwill and Intangible Assets,107548000.0,106606000.0,104676000.0,103655459.0,100298444.0,252747.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,40700000.0,30900000.0,33900000.0,20200000.0,14700000.0,0.0
Total non-current assets,118407000.0,120064000.0,119765000.0,119057657.0,106929459.0,366058.0
Total assets,196753000.0,220340000.0,245486000.0,274048960.0,227828089.0,803191.0
Payables,5106000.0,4322000.0,3399000.0,3780697.0,6467285.0,362191.0
Short-term debt,183000.0,94000.0,497000.0,494545.0,3000000.0,0.0
Total current liabilities,8839000.0,5229000.0,4721000.0,5064006.0,7245617.0,372942.0
Long-term debt,0.0,0.0,0.0,497265.0,3000000.0,3405808.0
Total debt,183000.0,94000.0,497000.0,991810.0,6000000.0,3405808.0
Deferred revenue,792000.0,813000.0,789000.0,744605.0,737664.0,10751.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7150000.0,522000.0,12869000.0,11136212.0,10717260.0,4637665.0
Total liabilities,15989000.0,11811000.0,17590000.0,11863580.0,13622135.0,5010607.0
Other comprehensive income,349227000,335767000,330566000,325669088,255861880,0.0
Retained earnings (deficit),-168464000.0,-127239000.0,-102671000.0,-63485146.0,-41657179.0,-26943011.0
Total shareholders equity,180764000.0,208529000.0,227896000.0,262185380.0,214205954.0,-4207416.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-76539000.0,-98224000.0,-123586000.0,-152471055.0,-113873668.0,3360129.0
Other Assets,0.0,0.0,0.0,0.0,0.0,22046.0
Other Liabilities,0.0,6060000.0,0.0,0.0,0.0,10751.0
