Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,11033333.3333,11711704.6347,2858934.5238
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,11033333.3333,11711704.6347,2858934.5238
Receivables,990370.3704,205027.4941,244693.4524
Inventories,0.0,0.0,0.0
Total current assets,14845925.9259,12937156.3236,4052966.5179
Property Plant & Equipment Net,2135555.5556,442262.3723,221508.9286
Goodwill and Intangible Assets,0.0,0.0,154146.5774
Long-term investments,0.0,0.0,0.0
Tax assets,822962.963,362136.685,780465.7738
Total non-current assets,2135555.5556,442262.3723,375655.506
Total assets,16981481.4815,13379418.696,4428622.0238
Payables,5611111.1111,2168106.8342,1420948.6607
Short-term debt,126666.6667,47918.3032,44044.6429
Total current liabilities,5774074.0741,2232521.6025,1610617.5595
Long-term debt,6945925.9259,5087195.6009,2766398.8095
Total debt,7072592.5926,5135113.9042,2810443.4524
Deferred revenue,0.0,0.0,103151.0417
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,8009629.6296,6164179.1045,2766398.8095
Total liabilities,13783703.7037,8396700.707,4377016.369
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),,,
Total shareholders equity,3197777.7778,4982717.989,51605.6548
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,,,
Other Liabilities,36296.2963,16496.4651,145624.2559
