Date,2018-12-31,2018-01,2017-12-31,2017-01,2016-12-31,2016-01,2015-12-31,2015-01,2014-12-31,2014-01,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,82816000.0,1290000000.0,181490000.0,1112000000.0,116026000.0,762000000.0,78756000.0,697000000.0,79905000.0,423000000.0,262270000.0,85278000.0,43116000.0
Short-term investments,418998000.0,1000000.0,211737000.0,000000.0,124968000.0,2000000.0,208088000.0,0000000.0,48605000.0,12000000.0,93823000.0,36390000.0,4678000.0
Cash and short-term investments,501814000.0,1000000.0,393227000.0,000000.0,240994000.0,2000000.0,286844000.0,0000000.0,128510000.0,12000000.0,356093000.0,121668000.0,47794000.0
Receivables,8198000.0,88000000.0,6859000.0,75000000.0,6404000.0,74000000.0,14009000.0,73000000.0,16260000.0,63000000.0,8965000.0,7763000.0,8836000.0
Inventories,0.0,1642000000.0,0.0,1513000000.0,0.0,1419000000.0,0.0,1373000000.0,0.0,1257000000.0,0.0,0.0,0.0
Total current assets,510012000.0,2571000000.0,400086000.0,2496000000.0,247398000.0,2497000000.0,300853000.0,2440000000.0,144770000.0,2030000000.0,365058000.0,129431000.0,56630000.0
Property Plant & Equipment Net,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,213000.0,0,26228000.0,3000000,9736000.0,3000000,11822000.0,13192000.0,19813000.0
Long-term investments,0.0,1000000.0,12051000.0,1000000.0,87919000.0,1000000.0,50030000.0,3000000.0,59827000.0,4000000.0,0.0,0.0,47899000.0
Tax assets,193000.0,000000.0,0.0,000000.0,4255000.0,000000.0,12646000.0,13000000.0,13094000.0,10000000.0,5212000.0,2766000.0,626000.0
Total non-current assets,1620901000.0,746000000.0,1511989000.0,809000000.0,1806145000.0,794000000.0,2459579000.0,765000000.0,2584369000.0,496000000.0,1786369000.0,2348820000.0,2242997000.0
Total assets,2130913000.0,5722000000.0,1912075000.0,5309000000.0,2053543000.0,4869000000.0,2760432000.0,4703000000.0,2729139000.0,3897000000.0,2151427000.0,2478251000.0,2299627000.0
Payables,7550000.0,1060000000.0,5153000.0,1022000000.0,4480000.0,946000000.0,10939000.0,1001000000.0,9287000.0,779000000.0,12650000.0,18029000.0,6311000.0
Short-term debt,0.0,85000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,11900000.0,0.0,0.0
Total current liabilities,7550000.0,1926000000.0,5693000.0,1753000000.0,4480000.0,1603000000.0,11488000.0,1659000000.0,18506000.0,1393000000.0,26179000.0,31670000.0,18878000.0
Long-term debt,1579170000.0,312000000.0,1163485000.0,396000000.0,1191456000.0,396000000.0,1895288000.0,398000000.0,1734901000.0,150000000.0,1319810000.0,1785600000.0,0.0
Total debt,1579170000.0,312000000.0,1163485000.0,396000000.0,1191456000.0,396000000.0,1895288000.0,398000000.0,1734901000.0,150000000.0,1331710000.0,1785600000.0,0.0
Deferred revenue,0.0,73000000.0,0.0,68000000.0,0.0,63000000.0,0.0,59000000.0,0.0,65000000.0,0.0,0.0,0.0
Tax Liabilities,0.0,86000000.0,540000.0,121000000.0,0.0,130000000.0,549000.0,87000000.0,9219000.0,59000000.0,1629000.0,13641000.0,12567000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1579201000.0,746000000.0,1163485000.0,809000000.0,1195711000.0,794000000.0,1907934000.0,765000000.0,1735361000.0,496000000.0,1323922000.0,1793976000.0,5624000.0
Total liabilities,1577094000.0,2673000000.0,1240599000.0,2561000000.0,1349244000.0,2397000000.0,1941568000.0,2424000000.0,1777028000.0,1889000000.0,1377503000.0,1864906000.0,1869937000.0
Other comprehensive income,559901000,0000000.0,668851000,0000000.0,698106000,0000000.0,824678000,0000000.0,939892000,0000000.0,801882000,667396000,522264000
Retained earnings (deficit),-3057000.0,2071000000.0,1297000.0,1801000000.0,3081000.0,1575000000.0,-2923000.0,1422000000.0,6043000.0,1191000000.0,-14043000.0,-27078000.0,-46327000.0
Total shareholders equity,553819000.0,3049000000.0,671476000.0,2748000000.0,704299000.0,2472000000.0,818864000.0,2279000000.0,952111000.0,2007000000.0,773924000.0,613345000.0,429690000.0
Investments,418998000.0,1000000.0,223788000.0,1000000.0,212887000.0,1000000.0,258118000.0,3000000.0,108432000.0,4000000.0,93823000.0,36390000.0,52577000.0
Net Debt,1496354000.0,-893000000,981995000.0,-716000000,1075430000.0,-366000000,1816532000.0,-299000000,1654996000.0,-273000000,1069440000.0,1700322000.0,-43116000.0
Other Assets,0.0,188000000,0.0,167000000,0.0,153000000,0.0,181000000,0.0,169000000,0.0,0.0,0.0
Other Liabilities,0.0,275000000,71421000.0,223000000,149053000.0,205000000,22146000.0,220000000,23161000.0,223000000,27402000.0,39260000.0,1845435000.0
