Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,10522000.0,11000000.0,10286000.0,10000000.0,18412000.0,18000000.0,19631000.0,20000000.0,32226000.0,32000000.0,12696000.0,12834000.0,17330000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Cash and short-term investments,10522000.0,,10286000.0,,18412000.0,,19631000.0,,32226000.0,,12696000.0,12834000.0,17330000.0
Receivables,0.0,80000000.0,0.0,80000000.0,0.0,60000000.0,0.0,54000000.0,0.0,46000000.0,0.0,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,10522000.0,,10286000.0,,18412000.0,,19631000.0,,32226000.0,,12696000.0,12834000.0,17330000.0
Property Plant & Equipment Net,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Long-term investments,72231000.0,,95606000.0,,82635000.0,,94728000.0,,124923000.0,,130974000.0,139278000.0,0.0
Tax assets,686000.0,,2603000.0,,2578000.0,,2245000.0,,2300000.0,,1800000.0,0.0,0.0
Total non-current assets,4000150000.0,,3797856000.0,,3613943000.0,,3431903000.0,,3233737000.0,,3044503000.0,2780464000.0,-17330000.0
Total assets,4010672000.0,4011000000.0,3808142000.0,3808000000.0,3632355000.0,3632000000.0,3451534000.0,3452000000.0,3265963000.0,3266000000.0,3057199000.0,2793298000.0,0.0
Payables,115150000.0,,93097000.0,,108788000.0,,83543000.0,,63281000.0,,57501000.0,45785000.0,0.0
Short-term debt,234000000.0,,75000000.0,,70000000.0,,37000000.0,,39000000.0,,110000000.0,3911000.0,0.0
Total current liabilities,349150000.0,,168097000.0,,178788000.0,,120543000.0,,102281000.0,,167501000.0,49696000.0,0.0
Long-term debt,234000000.0,1722000000.0,75000000.0,1629000000.0,70000000.0,1556000000.0,37000000.0,1409000000.0,39000000.0,1452000000.0,110000000.0,317783000.0,0.0
Total debt,468000000.0,1722000000.0,150000000.0,1629000000.0,140000000.0,1556000000.0,74000000.0,1409000000.0,78000000.0,1452000000.0,220000000.0,321694000.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,234575000.0,,75764000.0,,70825000.0,,37899000.0,,39849000.0,,111200000.0,317783000.0,0.0
Total liabilities,2059111000.0,1961000000.0,1946093000.0,1843000000.0,1880371000.0,1763000000.0,1701702000.0,1586000000.0,1722157000.0,1599000000.0,1728135000.0,1585329000.0,0.0
Other comprehensive income,1974410000,-12000000.0,1897022000,-18000000.0,1797265000,-23000000.0,1803332000,-27000000.0,1601407000,-30000000.0,1395793000,1264182000,0.0
Retained earnings (deficit),-11893000.0,-1023000000.0,-17944000.0,-1006000000.0,-23082000.0,-992000000.0,-27190000.0,-986000000.0,-30402000.0,-941000000.0,-34766000.0,-29336000.0,0.0
Total shareholders equity,1951561000.0,1952000000.0,1862049000.0,1862000000.0,1751984000.0,1752000000.0,1749832000.0,1750000000.0,1543806000.0,1544000000.0,1329064000.0,1207969000.0,0.0
Investments,72231000.0,,95606000.0,,82635000.0,,94728000.0,,124923000.0,,130974000.0,139278000.0,0.0
Net Debt,457478000.0,1711000000,139714000.0,1619000000,121588000.0,1538000000,54369000.0,1389000000,45774000.0,1420000000,207304000.0,308860000.0,-17330000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Other Liabilities,1475386000.0,0,1702232000.0,0,1630758000.0,0,1543260000.0,0,1580027000.0,0,1449434000.0,1217850000.0,0.0
