Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,320000000.0,389000000.0,601000000.0,0.0,0.0,0.0,0.0,0.0,0.0,578000000.0,553000000.0
Short-term investments,393000000.0,162000000.0,213000000.0,94000000.0,234000000.0,108000000.0,162000000.0,105000000.0,50000000.0,39000000.0,0.0
Cash and short-term investments,713000000.0,551000000.0,814000000.0,934000000.0,411000000.0,362000000.0,162000000.0,105000000.0,50000000.0,578000000.0,553000000.0
Receivables,1705000000.0,1637000000.0,1501000000.0,1676000000.0,1607000000.0,1840000000.0,2144000000.0,2471000000.0,2459000000.0,2901000000.0,2363000000.0
Inventories,5038000000.0,5871000000.0,5074000000.0,4773000000.0,4466000000.0,5554000000.0,5796000000.0,0.0,0.0,0.0,4862000000.0
Total current assets,10248000000.0,11068000000.0,10403000000.0,11092000000.0,10916000000.0,13081000000.0,17772000000.0,17264000000.0,13128000000.0,15815000000.0,11783000000.0
Property Plant & Equipment Net,4132000000.0,5201000000.0,5310000000.0,5099000000.0,4736000000.0,5626000000.0,6075000000.0,5888000000.0,5517000000.0,5312000000.0,5347000000.0
Goodwill and Intangible Assets,1194000000.0,1424000000.0,838000000.0,709000000.0,744000000.0,605000000.0,718000000.0,646000000.0,1113000000.0,1120000000.0,597000000.0
Long-term investments,827000000.0,451000000.0,461000000.0,373000000.0,329000000.0,294000000.0,134000000.0,164000000.0,284000000.0,609000000.0,622000000.0
Tax assets,442000000.0,458000000.0,516000000.0,524000000.0,417000000.0,565000000.0,564000000.0,1213000000.0,1211000000.0,1200000000.0,1485000000.0
Total non-current assets,8069000000.0,8357000000.0,8468000000.0,8096000000.0,7006000000.0,8351000000.0,9009000000.0,10016000000.0,10147000000.0,10186000000.0,9503000000.0
Total assets,18317000000.0,19425000000.0,18871000000.0,19188000000.0,17922000000.0,21432000000.0,26781000000.0,27280000000.0,23275000000.0,26001000000.0,21286000000.0
Payables,2842000000.0,3501000000.0,3395000000.0,3485000000.0,2675000000.0,3248000000.0,3522000000.0,3319000000.0,3173000000.0,3637000000.0,3275000000.0
Short-term debt,507000000.0,419000000.0,15000000.0,938000000.0,869000000.0,408000000.0,762000000.0,719000000.0,14000000.0,612000000.0,197000000.0
Total current liabilities,6595000000.0,7172000000.0,6215000000.0,7684000000.0,7340000000.0,8704000000.0,12535000000.0,11561000000.0,6947000000.0,10004000000.0,6207000000.0
Long-term debt,3716000000.0,4203000000.0,4160000000.0,3069000000.0,2934000000.0,2855000000.0,3179000000.0,3532000000.0,3348000000.0,2551000000.0,3618000000.0
Total debt,4223000000.0,4622000000.0,4175000000.0,4007000000.0,3803000000.0,3263000000.0,3941000000.0,4251000000.0,3362000000.0,3163000000.0,3815000000.0
Deferred revenue,411000000.0,405000000.0,406000000.0,395000000.0,371000000.0,392000000.0,330000000.0,223000000.0,283000000.0,323000000.0,0.0
Tax Liabilities,311000000.0,0.0,0.0,144000000.0,120000000.0,0.0,0.0,108000000.0,116000000.0,102000000.0,283000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4756000000.0,5451000000.0,5299000000.0,4161000000.0,3893000000.0,4001000000.0,4121000000.0,4413000000.0,4253000000.0,3443000000.0,4714000000.0
Total liabilities,12404000000.0,13252000000.0,11723000000.0,12044000000.0,11481000000.0,12986000000.0,16924000000.0,16418000000.0,11568000000.0,13781000000.0,10921000000.0
Other comprehensive income,5099000000,5048000000,4996000000,4913000000,5075000000,5323000000,5537000000,5479000000,5399000000,5483000000,319000000.0
Retained earnings (deficit),6437000000.0,8059000000.0,8081000000.0,8208000000.0,7725000000.0,7180000000.0,6891000000.0,6792000000.0,6917000000.0,6153000000.0,3996000000.0
Total shareholders equity,5913000000.0,6173000000.0,7148000000.0,7144000000.0,6441000000.0,8446000000.0,9857000000.0,10862000000.0,11707000000.0,12220000000.0,9494000000.0
Investments,1220000000.0,613000000.0,674000000.0,467000000.0,563000000.0,402000000.0,296000000.0,269000000.0,334000000.0,648000000.0,622000000.0
Net Debt,3903000000.0,4233000000.0,3574000000.0,4007000000.0,3803000000.0,3263000000.0,3941000000.0,4251000000.0,3362000000.0,2585000000.0,3262000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005000000.0
Other Liabilities,1053000000.0,629000000.0,209000000.0,199000000.0,248000000.0,281000000.0,268000000.0,444000000.0,368000000.0,334000000.0,2735000000.0
