Date,2019-08-31,2018-08-31,2017-08-31,2016-08-31,2015-08-31,2014-08-31,2013-08-31,2012-08-31,2011-08-31,2010-08-31,2009-08-31
Cash and cash equivalents,47771000.0,34828000.0,47354000.0,73411000.0,43819000.0,53222000.0,29997000.0,15180000.0,14982000.0,17340000.0,11643000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,4752000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,47771000.0,34828000.0,47354000.0,73411000.0,43819000.0,53222000.0,29997000.0,15180000.0,14982000.0,17340000.0,11643000.0
Receivables,39324000.0,44610000.0,38051000.0,34835000.0,39488000.0,35601000.0,32084000.0,31621000.0,19103000.0,18655000.0,14536000.0
Inventories,42354000.0,39699000.0,25618000.0,25814000.0,29476000.0,31539000.0,32048000.0,32323000.0,20841000.0,14678000.0,13941000.0
Total current assets,134382000.0,126232000.0,114135000.0,138849000.0,118301000.0,125853000.0,99975000.0,83789000.0,57991000.0,53396000.0,49868000.0
Property Plant & Equipment Net,29326000.0,32845000.0,34760000.0,36742000.0,40921000.0,44085000.0,45192000.0,49279000.0,28594000.0,27414000.0,23219000.0
Goodwill and Intangible Assets,134690000.0,150026000.0,97630000.0,80156000.0,88975000.0,65495000.0,69596000.0,75156000.0,34245000.0,35379000.0,19103000.0
Long-term investments,1260000.0,1090000.0,964000.0,1637000.0,1410000.0,1256000.0,1094000.0,874000.0,7655000.0,6814000.0,6257000.0
Tax assets,3804000.0,4100000.0,1614000.0,441000.0,2255000.0,2315000.0,2115000.0,2855000.0,891000.0,378000.0,1735000.0
Total non-current assets,173586000.0,190237000.0,140603000.0,123970000.0,139596000.0,119692000.0,124385000.0,132698000.0,70918000.0,69805000.0,7770000.0
Total assets,307968000.0,316469000.0,254738000.0,262819000.0,257897000.0,245545000.0,224360000.0,216487000.0,128909000.0,123201000.0,91066000.0
Payables,12105000.0,17810000.0,14455000.0,12352000.0,15599000.0,15121000.0,12416000.0,11559000.0,7276000.0,6627000.0,6319000.0
Short-term debt,0.0,65000000.0,0.0,43400000.0,8400000.0,7000000.0,5600000.0,5600000.0,4400000.0,4400000.0,0.0
Total current liabilities,22440000.0,28935000.0,27340000.0,68514000.0,37516000.0,36094000.0,32394000.0,30275000.0,19924000.0,20936000.0,13083000.0
Long-term debt,0.0,25000000.0,0.0,43400000.0,43400000.0,51800000.0,58800000.0,64400000.0,8267000.0,12667000.0,0.0
Total debt,0.0,90000000.0,0.0,86800000.0,51800000.0,58800000.0,64400000.0,70000000.0,12667000.0,17067000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2324000.0,111000.0,2333000.0,2317000.0,2783000.0,1377000.0,2161000.0,1892000.0,1387000.0,2849000.0,1346000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2541000.0,28937000.0,2824000.0,44957000.0,44734000.0,52396000.0,79059000.0,64501000.0,17105000.0,20734000.0,7770000.0
Total liabilities,36741000.0,69713000.0,43809000.0,88730000.0,103555000.0,108993000.0,111546000.0,118362000.0,37029000.0,41670000.0,20853000.0
Other comprehensive income,14351000,13104000,14060000,14719000,14296000,13620000,13336000,12109000,-3666000.0,-4730000.0,-3563000.0
Retained earnings (deficit),270260000.0,245049000.0,209403000.0,173921000.0,147113000.0,126272000.0,103734000.0,90146000.0,83973000.0,76173000.0,65416000.0
Total shareholders equity,271227000.0,246756000.0,210929000.0,174089000.0,154342000.0,136552000.0,112814000.0,98125000.0,91880000.0,81531000.0,70213000.0
Investments,1260000.0,1090000.0,964000.0,1637000.0,1410000.0,6008000.0,1094000.0,874000.0,7655000.0,6814000.0,6257000.0
Net Debt,-47771000.0,55172000.0,-47354000.0,13389000.0,7981000.0,5578000.0,34403000.0,54820000.0,-2315000.0,-273000.0,-11643000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065000.0,2723000.0,1078000.0
Other Liabilities,11760000.0,11841000.0,13645000.0,-24741000.0,21305000.0,20503000.0,93000.0,23586000.0,8248000.0,9909000.0,6764000.0
