Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,106092000.0,106000000.0,105703000.0,106000000.0,88509000.0,89000000.0,89955000.0,89000000.0,90697000.0,91000000.0,77407000.0,77376000.0
Short-term investments,1442000.0,,2685000.0,,2719000.0,,0.0,,0.0,,5725000.0,8658000.0
Cash and short-term investments,107534000.0,,108388000.0,,91228000.0,,89955000.0,,90697000.0,,77407000.0,77376000.0
Receivables,16399000.0,16000000.0,20182000.0,20000000.0,20475000.0,20000000.0,15785000.0,16000000.0,11838000.0,12000000.0,14960000.0,16723000.0
Inventories,0.0,000000.0,0.0,000000.0,0.0,000000.0,640000.0,1000000.0,2374000.0,2000000.0,2222000.0,3591000.0
Total current assets,127593000.0,77000000.0,131132000.0,79000000.0,114325000.0,82000000.0,113488000.0,80000000.0,114159000.0,84000000.0,100455000.0,106615000.0
Property Plant & Equipment Net,11829000.0,12000000.0,12130000.0,12000000.0,13251000.0,13000000.0,15125000.0,15000000.0,15490000.0,15000000.0,13093000.0,13535000.0
Goodwill and Intangible Assets,55457000.0,55000000,52832000.0,53000000,52213000.0,52000000,43558000.0,44000000,41857000.0,41000000,43410000.0,46027000.0
Long-term investments,400000.0,1000000.0,1181000.0,3000000.0,2598000.0,3000000.0,2600000.0,6000000.0,0.0,2000000.0,0.0,0.0
Tax assets,6500000.0,6000000.0,9918000.0,10000000.0,11578000.0,12000000.0,13110000.0,13000000.0,21469000.0,21000000.0,21334000.0,15605000.0
Total non-current assets,76527000.0,5000000.0,79054000.0,5000000.0,82416000.0,6000000.0,80094000.0,7000000.0,83590000.0,15000000.0,82899000.0,77824000.0
Total assets,204120000.0,204000000.0,210186000.0,210000000.0,196741000.0,197000000.0,193582000.0,194000000.0,197749000.0,198000000.0,183354000.0,184439000.0
Payables,5661000.0,6000000.0,7515000.0,8000000.0,12163000.0,3000000.0,12463000.0,3000000.0,12420000.0,12000000.0,11448000.0,11054000.0
Short-term debt,0.0,,200000.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current liabilities,25874000.0,26000000.0,30431000.0,30000000.0,30803000.0,31000000.0,28699000.0,29000000.0,27284000.0,27000000.0,26158000.0,24799000.0
Long-term debt,3365000.0,,3720000.0,,4486000.0,,5167000.0,,5914000.0,,6628000.0,0.0
Total debt,3365000.0,,3920000.0,,4486000.0,,5167000.0,,5914000.0,,6628000.0,0.0
Deferred revenue,14113000.0,14000000.0,16752000.0,17000000.0,18640000.0,19000000.0,16236000.0,16000000.0,14864000.0,15000000.0,14710000.0,13745000.0
Tax Liabilities,1645000.0,000000.0,2105000.0,000000.0,140000.0,000000.0,528000.0,000000.0,1664000.0,5000000.0,2918000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,12464000.0,5000000.0,15309000.0,5000000.0,17184000.0,6000000.0,15176000.0,7000000.0,20489000.0,15000000.0,19317000.0,8761000.0
Total liabilities,31031000.0,31000000.0,35636000.0,36000000.0,37274000.0,37000000.0,35656000.0,36000000.0,41859000.0,42000000.0,38847000.0,34096000.0
Other comprehensive income,180695000,000000.0,178959000,000000.0,173564000,000000.0,171951000,0000000.0,169756000,-0000000.0,164071000,172935000
Retained earnings (deficit),-7864000.0,-8000000.0,-4673000.0,-5000000.0,-14361000.0,-14000000.0,-14327000.0,-14000000.0,-13932000.0,-14000000.0,-19726000.0,-22868000.0
Total shareholders equity,173089000.0,173000000.0,174550000.0,175000000.0,159467000.0,159000000.0,157926000.0,158000000.0,155890000.0,156000000.0,144507000.0,150343000.0
Investments,1842000.0,1000000.0,3866000.0,3000000.0,5317000.0,3000000.0,2600000.0,6000000.0,0.0,2000000.0,5725000.0,8658000.0
Net Debt,-102727000.0,-106000000,-101783000.0,-106000000,-84023000.0,-89000000,-84788000.0,-89000000,-84783000.0,-91000000,-70779000.0,-77376000.0
Other Assets,0.0,1000000,0.0,1000000,0.0,5000000,0.0,5000000,0.0,3000000,0.0,0.0
Other Liabilities,0.0,11000000,0.0,11000000,0.0,12000000,0.0,13000000,0.0,10000000,0.0,536000.0
