Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,209917595.0,123924738.0,40041641.0,46802560.0,55198923.0,2310603.0,17372832.0,28172174.0
Short-term investments,0.0,0.0,10649.0,9270.0,16293.0,0.0,0.0,0.0
Cash and short-term investments,209917595.0,123924738.0,40052290.0,46811830.0,55215216.0,2310603.0,17372832.0,28172174.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,212269119.0,127219622.0,40520144.0,47244370.0,56115172.0,4883675.0,17969013.0,28366381.0
Property Plant & Equipment Net,957226.0,1106899.0,1056332.0,521378.0,452270.0,399799.0,450759.0,234502.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,1560607.0,204364.0,759531.0,696531.0,696531.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,10816.0,0.0,0.0,0.0
Total non-current assets,2570153.0,1363583.0,1868183.0,1217909.0,1148801.0,399799.0,450759.0,543023.0
Total assets,214839272.0,128583205.0,42388327.0,48462279.0,57263973.0,5283474.0,18419772.0,28909404.0
Payables,2663579.0,2647091.0,1565210.0,564235.0,874028.0,1144895.0,764195.0,535597.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,8763154.0,8174777.0,6333617.0,7746978.0,6460545.0,2279299.0,5691558.0,16412225.0
Long-term debt,611623.0,707003.0,753579.0,243647.0,0.0,0.0,0.0,0.0
Total debt,611623.0,707003.0,753579.0,243647.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,3992649.0,18750000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1223246.0,1414006.0,1507158.0,487294.0,10816.0,96756.0,199830.0,4040262.0
Total liabilities,9374777.0,8881780.0,7087196.0,7990625.0,6460545.0,2376055.0,5891388.0,20452487.0
Other comprehensive income,405972075,271944173,154254193,127619078,125181463,0.0,0.0,0.0
Retained earnings (deficit),-200550739.0,-152277106.0,-118976311.0,-87166473.0,-74396975.0,-63275409.0,-52669823.0,-56325845.0
Total shareholders equity,205464495.0,119701425.0,35301131.0,40471654.0,50803428.0,2907419.0,12528384.0,8456917.0
Investments,1560607.0,204364.0,770180.0,705801.0,712824.0,0.0,0.0,0.0
Net Debt,-209305972.0,-123217735.0,-39288062.0,-46558913.0,-55198923.0,-2310603.0,-17372832.0,-28172174.0
Other Assets,0.0,0.0,0.0,0.0,0.0,2573072.0,596181.0,194207.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,1134404.0,4927363.0,15876628.0
