Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31,2011-12-31
Cash and cash equivalents,30758000.0,34176000.0,256452000.0,69103000.0,416711000.0,52725000.0,2748000.0,768000.0,3148000.0
Short-term investments,0.0,40974000.0,47215000.0,53304000.0,58646000.0,62067000.0,0.0,0.0,0.0
Cash and short-term investments,30758000.0,75150000.0,303667000.0,122407000.0,475357000.0,114792000.0,2748000.0,768000.0,3148000.0
Receivables,36939000.0,36921000.0,49148000.0,44798000.0,66021000.0,16254000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,67697000.0,112071000.0,352815000.0,167205000.0,541378000.0,131046000.0,2748000.0,768000.0,3148000.0
Property Plant & Equipment Net,9754000.0,12089000.0,14702000.0,18180000.0,21351000.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,3312399000.0,3337675000.0,1486812000.0,1707153000.0,2045153000.0,0.0,27140000.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1760000.0,3213000.0,12295000.0,2156000.0,-50086000.0,0.0,0.0,0.0,0.0
Total non-current assets,13895796000.0,14593507000.0,15234759000.0,17238661000.0,19973761000.0,7678037000.0,253321000.0,135624000.0,128433000.0
Total assets,13963493000.0,14705578000.0,15587574000.0,17405866000.0,20515139000.0,7809083000.0,256069000.0,136392000.0,131581000.0
Payables,145611000.0,136474000.0,146137000.0,151877000.0,163025000.0,730571000.0,3782000.0,741000.0,858000.0
Short-term debt,401773000.0,185000000.0,496578000.0,1448590000.0,3184000000.0,119800000.0,124604000.0,49599000.0,42407000.0
Total current liabilities,547384000.0,321474000.0,642715000.0,1600467000.0,3347025000.0,850371000.0,133086000.0,50340000.0,43265000.0
Long-term debt,394883000.0,984258000.0,973340000.0,962894000.0,977521000.0,972490000.0,124604000.0,49599000.0,42407000.0
Total debt,796656000.0,1169258000.0,1469918000.0,2411484000.0,4161521000.0,1092290000.0,249208000.0,99198000.0,84814000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,4700000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,394883000.0,985321000.0,985635000.0,965050000.0,927435000.0,972490000.0,124604000.0,49599000.0,42407000.0
Total liabilities,6806434000.0,6821300000.0,7140213000.0,8881879000.0,11361251000.0,5735653000.0,174117000.0,84823000.0,77951000.0
Other comprehensive income,12615900000,12654686000,12640599000,11932196000,11920681000,2941329000,101556000,57719000,57582000
Retained earnings (deficit),-5467236000.0,-4776581000.0,-4200423000.0,-3415233000.0,-2778576000.0,-877957000.0,-19705000.0,-6223000.0,-4025000.0
Total shareholders equity,7157059000.0,7884278000.0,8447361000.0,8523987000.0,9153888000.0,2073430000.0,81952000.0,51569000.0,53630000.0
Investments,0.0,40974000.0,47215000.0,53304000.0,58646000.0,62067000.0,0.0,0.0,0.0
Net Debt,765898000.0,1135082000.0,1213466000.0,2342381000.0,3744810000.0,1039565000.0,246460000.0,98430000.0,81666000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,5864167000.0,5514505000.0,5511863000.0,6316362000.0,7086791000.0,3912792000.0,-83573000.0,-15116000.0,-7721000.0
