Date,2016-12,2015-12,2014-12,2013-12,2012-12
Depreciation & Amortization,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0
Stock-based compensation,0000000.0,1000000.0,10000000.0,1000000.0,1000000.0
Operating Cash Flow,-7000000.0,-9000000.0,-15000000.0,-10000000.0,-10000000.0
Capital Expenditure,-1000000.0,-1000000.0,-2000000.0,-2000000.0,-1000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,0,3000000,5000000
Investing Cash flow,-1000000.0,-1000000.0,-2000000.0,0000000.0,4000000.0
Issuance (repayment) of debt,-7000000.0,-3000000.0,-20000000.0,-14000000.0,-2000000.0
Issuance (buybacks) of shares,000000.0,-0000000.0,000000.0,000000.0,000000.0
Dividend payments,,,,,
Financing Cash Flow,3000000.0,3000000.0,32000000.0,9000000.0,5000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-5000000.0,-7000000.0,16000000.0,-0000000.0,-1000000.0
Free Cash Flow,-8000000.0,-10000000.0,-17000000.0,-12000000.0,-10000000.0
Net Cash/Marketcap,,,,,
