Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,30700000.0,37000000.0,27500000.0,33000000.0,88000000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,30700000.0,37000000.0,27500000.0,33000000.0,88000000.0
Receivables,674600000.0,613300000.0,576300000.0,823800000.0,608000000.0
Inventories,25200000.0,27700000.0,27700000.0,48300000.0,42000000.0
Total current assets,1155300000.0,1003700000.0,938900000.0,871300000.0,830000000.0
Property Plant & Equipment Net,36400000.0,35900000.0,32100000.0,32900000.0,33000000.0
Goodwill and Intangible Assets,1428800000.0,1504000000.0,1533400000.0,1607000000.0,811100000.0
Long-term investments,140300000.0,116800000.0,113600000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,
Total non-current assets,1715600000.0,1732600000.0,1711800000.0,1751800000.0,
Total assets,2870900000.0,2736300000.0,2650700000.0,2623100000.0,2444000000.0
Payables,497700000.0,457700000.0,350500000.0,605600000.0,588000000.0
Short-term debt,0.0,0.0,0.0,82700000.0,5800000.0
Total current liabilities,1098900000.0,946700000.0,911600000.0,855400000.0,757000000.0
Long-term debt,733800000.0,671200000.0,730700000.0,1117700000.0,928000000.0
Total debt,733800000.0,671200000.0,730700000.0,1200400000.0,
Deferred revenue,70500000.0,47600000.0,40000000.0,0.0,
Tax Liabilities,3200000.0,5700000.0,7300000.0,288000000.0,
Deposit Liabilities,0.0,3500000.0,5100000.0,0.0,
Total non-current liabilities,1015900000.0,885700000.0,1031500000.0,1420800000.0,
Total liabilities,2232500000.0,1980200000.0,2047800000.0,2276200000.0,2109000000.0
Other comprehensive income,500400000,640100000,625300000,0.0,
Retained earnings (deficit),137200000.0,115100000.0,-23300000.0,-27700000.0,-24000000.0
Total shareholders equity,638400000.0,756100000.0,602900000.0,346900000.0,336000000.0
Investments,140300000.0,116800000.0,113600000.0,0.0,0.0
Net Debt,703100000.0,634200000.0,703200000.0,1167400000.0,
Other Assets,0.0,0.0,0.0,-33800000.0,
Other Liabilities,117700000.0,147800000.0,104700000.0,167100000.0,163200000.0
