Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,141114942.5287,165522208.8836,269971578.9474,351119435.3963,138720338.9831,54199449.7937,50591200.5277
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,141114942.5287,165522208.8836,269971578.9474,351119435.3963,138720338.9831,54199449.7937,50591200.5277
Receivables,0.0,1518607.443,1315789.4737,0.0,164648.9104,251719.3948,122526.3852
Inventories,1800000.0,0.0,0.0,0.0,150121.0654,9628.6107,39146.438
Total current assets,167204597.7011,188313325.3301,286502105.2632,363618892.5081,147174334.1404,60268225.5846,54865653.0343
Property Plant & Equipment Net,23240229.8851,21378151.2605,13138947.3684,6059717.6982,2693704.6005,2385144.4292,1303803.4301
Goodwill and Intangible Assets,33333.3333,147659.0636,101052.6316,102062.975,35108.9588,86657.4966,18485.4881
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,30208045.977,25140456.1825,16129473.6842,9106406.0803,4661016.9492,3330123.7964,1829356.2005
Total assets,197412643.6782,213453781.5126,302631578.9474,372725298.5885,151835351.0896,63598349.381,56695009.2348
Payables,32835632.1839,20337334.934,14442105.2632,10894679.696,2269975.7869,2059147.1802,1289873.3509
Short-term debt,1380459.7701,2791116.4466,622105.2632,161780.6732,291767.5545,173314.9931,1024951.1873
Total current liabilities,50049425.2874,43133253.3013,30528421.0526,17395222.5841,6721549.6368,5823933.9752,4182176.781
Long-term debt,1468965.5172,2190876.3505,4262105.2632,5095548.317,4707021.7918,1811554.3329,496901.0554
Total debt,2849425.2874,4981992.7971,4884210.5263,5257328.9902,4998789.3462,1984869.326,1521852.2427
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7954022.9885,14350540.2161,16472631.5789,5627578.7188,5349878.9346,2210453.9202,833234.8285
Total liabilities,58003448.2759,57483793.5174,47001052.6316,23022801.3029,12071428.5714,8034387.8955,5015411.6095
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-190891954.023,-177302521.0084,-120558947.3684,-48505971.7698,-29070217.9177,-26555708.3906,-17034432.7177
Total shareholders equity,139409195.4023,155969987.9952,255630526.3158,349702497.2856,139763922.5182,55563961.4856,51679597.6253
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-138265517.2414,,,,,,
Other Assets,23638755.6623,,,,,,
Other Liabilities,15833333.3334,20004801.9207,15464210.5262,6338762.2149,4159806.2954,3591471.8019,1867352.2428
