Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,10855167.0,4118804.0,9709732.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,10855167.0,4118804.0,9709732.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,13293319.0,5920007.0,11438125.0
Property Plant & Equipment Net,498551.0,795940.0,999530.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,2229384.0,1234922.0,1884128.0
Total assets,15522703.0,7154929.0,13322253.0
Payables,11022616.0,7454569.0,2909247.0
Short-term debt,8464609.0,2094295.0,0.0
Total current liabilities,40610621.0,24594569.0,11775979.0
Long-term debt,113574426.0,61956867.0,0.0
Total debt,122039035.0,64051162.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,150241880.0,62469485.0,0.0
Total liabilities,190852501.0,87064054.0,11775979.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-426269257.0,-329556770.0,-246646943.0
Total shareholders equity,-386706727.0,-291286054.0,-209830655.0
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,2437833.0,1801196.0,
Other Liabilities,21123396.0,15045705.0,8866732.0
