Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31
Cash and cash equivalents,3544000.0,4000000.0,3677000.0,4000000.0,4863372.0,5000000.0,11306185.0,11000000.0,9969748.0,10000000.0,1155083.0,2053192.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,3544000.0,,3677000.0,,4863372.0,,11306185.0,,9969748.0,,1155083.0,2053192.0
Receivables,5539000.0,11000000.0,5619000.0,12000000.0,3983949.0,17000000.0,3452700.0,3000000.0,1985466.0,2000000.0,1594864.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,9083000.0,,9296000.0,,8847321.0,,14758885.0,,11955214.0,,2749947.0,2053192.0
Property Plant & Equipment Net,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Goodwill and Intangible Assets,0.0,7000000,5486000.0,14000000,5485823.0,18000000,5485823.0,12000000,7004072.0,7000000,0.0,0.0
Long-term investments,5000000.0,,6739000.0,,12000000.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,498998000.0,,448378000.0,,480199014.0,,299210967.0,,188527154.0,,122620319.0,50634685.0
Total assets,508081000.0,508000000.0,457674000.0,458000000.0,489046335.0,489000000.0,313969852.0,314000000.0,200482368.0,200000000.0,125370266.0,52687877.0
Payables,12077000.0,,10624000.0,,11320614.0,,7533769.0,,5130625.0,,2526388.0,0.0
Short-term debt,52100000.0,,68030000.0,,1400000.0,,3000000.0,,0.0,,0.0,0.0
Total current liabilities,64177000.0,,78654000.0,,12720614.0,,10533769.0,,5130625.0,,2526388.0,0.0
Long-term debt,364468000.0,360000000.0,68030000.0,308000000.0,0.0,306000000.0,0.0,189000000.0,0.0,141000000.0,0.0,31843503.0
Total debt,416568000.0,360000000.0,136060000.0,308000000.0,1400000.0,306000000.0,3000000.0,189000000.0,0.0,141000000.0,0.0,31843503.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,364468000.0,,68030000.0,,0.0,,0.0,,0.0,,0.0,31843503.0
Total liabilities,466020000.0,464000000.0,394166000.0,387000000.0,394212915.0,384000000.0,215705000.0,207000000.0,157912109.0,147000000.0,106969566.0,44000508.0
Other comprehensive income,275150000,000000.0,268346000,-53000000.0,264530529,-53000000.0,237909102,000000.0,70155364,000000.0,29627743,14097453
Retained earnings (deficit),-233184000.0,-233000000.0,-204925000.0,-205000000.0,-170377414.0,-170000000.0,-140306846.0,-140000000.0,-27660234.0,-28000000.0,-11298253.0,-5443099.0
Total shareholders equity,42061000.0,42000000.0,63508000.0,64000000.0,94833420.0,95000000.0,98264852.0,98000000.0,42570259.0,43000000.0,18400700.0,8687369.0
Investments,5000000.0,,6739000.0,,12000000.0,,0.0,,0.0,,0.0,0.0
Net Debt,413024000.0,356000000,132383000.0,304000000,-3463372.0,301000000,-8306185.0,178000000,-9969748.0,131000000,-1155083.0,29790311.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,37375000.0,0,247482000.0,0,381492301.0,0,205171231.0,0,152781484.0,0,104443178.0,12157005.0
