Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,2767183.0,1957212.0,2788587.0,567866.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,2767183.0,1957212.0,2788587.0,567866.0
Receivables,5264949.0,8182294.0,1997831.0,1734022.0
Inventories,72702.0,155716.0,0.0,0.0
Total current assets,9524885.0,9667952.0,615296.0,402555.0
Property Plant & Equipment Net,1467281.0,700739.0,119069.0,134106.0
Goodwill and Intangible Assets,4834503.0,3092616.0,0.0,0.0
Long-term investments,0.0,262140.0,0.0,0.0
Tax assets,0.0,0.0,219982.0,0.0
Total non-current assets,973208.0,1459211.0,513998.0,787852.0
Total assets,18055249.0,20598740.0,5482725.0,2549029.0
Payables,1593726.0,1390877.0,577268.0,419482.0
Short-term debt,2469211.0,0.0,0.0,0.0
Total current liabilities,8574235.0,8232611.0,1152471.0,966613.0
Long-term debt,964733.0,1405994.0,457289.0,0.0
Total debt,5095156.0,5069580.0,457289.0,272206.0
Deferred revenue,207059.0,117636.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,973208.0,1459211.0,513998.0,787852.0
Total liabilities,9547443.0,9691822.0,1666469.0,1018991.0
Other comprehensive income,0.0,0.0,0.0,-1462.0
Retained earnings (deficit),-12063791.0,-5833660.0,-430395.0,932334.0
Total shareholders equity,3456099.0,6510314.0,1546654.0,1530038.0
Investments,0.0,0.0,0.0,0.0
Net Debt,666761.0,-2026218.0,-2331298.0,-567866.0
Other Assets,425530.0,635566.0,81011.0,3042458.0
Other Liabilities,4511298.0,6841734.0,575203.0,547131.0
