Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,4920000.0,2101000.0,11826000.0,141000.0,821000.0
Short-term investments,9000.0,5023000.0,0.0,0.0,0.0
Cash and short-term investments,4929000.0,7124000.0,11826000.0,141000.0,821000.0
Receivables,139000.0,16000.0,10000.0,13000.0,31000.0
Inventories,1261000.0,540000.0,57000.0,0.0,0.0
Total current assets,6671000.0,7869000.0,12230000.0,190000.0,885000.0
Property Plant & Equipment Net,1083000.0,1454000.0,631000.0,613000.0,635000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,53000.0,49000.0,83000.0,0.0,0.0
Total non-current assets,1083000.0,1454000.0,640000.0,751000.0,644000.0
Total assets,7754000.0,9323000.0,12870000.0,941000.0,1529000.0
Payables,173000.0,391000.0,351000.0,544000.0,151000.0
Short-term debt,219000.0,177000.0,45000.0,689000.0,2884000.0
Total current liabilities,1163000.0,1169000.0,1797000.0,2212000.0,4790000.0
Long-term debt,261000.0,591000.0,138000.0,484000.0,277000.0
Total debt,480000.0,768000.0,183000.0,1173000.0,3161000.0
Deferred revenue,0.0,0.0,0.0,221000.0,372000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,330000.0,681000.0,254000.0,2575000.0,2463000.0
Total liabilities,1440000.0,1801000.0,2043000.0,4787000.0,7253000.0
Other comprehensive income,92128000,81103000,72128000,17000.0,0.0
Retained earnings (deficit),-85838000.0,-73597000.0,-61311000.0,-50357000.0,-32167000.0
Total shareholders equity,6314000.0,7522000.0,10827000.0,-11322000.0,-5724000.0
Investments,9000.0,5023000.0,0.0,0.0,0.0
Net Debt,-4440000.0,-1333000.0,-11643000.0,1032000.0,2340000.0
Other Assets,0.0,0.0,0.0,36000.0,33000.0
Other Liabilities,0.0,0.0,0.0,979000.0,1755000.0
