Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,7600284.0,13224194.0,416336.0
Short-term investments,60963087.0,23950566.0,0.0
Cash and short-term investments,68563371.0,37174760.0,416336.0
Receivables,267599.0,103209.0,24710.0
Inventories,1949402.0,327787.0,48471.0
Total current assets,72698536.0,39033406.0,505939.0
Property Plant & Equipment Net,380904.0,168646.0,48426.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,25300.0,0.0,0.0
Total non-current assets,805800.0,199250.0,116077.0
Total assets,73504336.0,39232656.0,622016.0
Payables,2698902.0,840383.0,3296539.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,7073003.0,6119319.0,4135321.0
Long-term debt,245632.0,0.0,3665993.0
Total debt,245632.0,0.0,3665993.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,516564.0,306886.0,9359859.0
Total liabilities,7954245.0,6426205.0,13495180.0
Other comprehensive income,103791013,80213.0,214006.0
Retained earnings (deficit),-38331215.0,-152928928.0,-100706419.0
Total shareholders equity,65550091.0,-90071611.0,-61453906.0
Investments,60963087.0,23950566.0,0.0
Net Debt,-7354652.0,-37174760.0,3249657.0
Other Assets,0.0,1427650.0,16422.0
Other Liabilities,364678.0,5278936.0,838782.0
