Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,17000000.0,20000000.0,12000000.0,12000000.0,14000000.0,0.0
Short-term investments,168000000.0,23000000.0,39000000.0,87000000.0,0.0,0.0
Cash and short-term investments,185000000.0,43000000.0,51000000.0,99000000.0,14000000.0,0.0
Receivables,299000000.0,277000000.0,232000000.0,200000000.0,308000000.0,30000000.0
Inventories,69000000.0,56000000.0,58000000.0,58000000.0,71000000.0,75000000.0
Total current assets,640000000.0,483000000.0,425000000.0,497000000.0,701000000.0,254000000.0
Property Plant & Equipment Net,6455000000.0,5696000000.0,5885000000.0,6312000000.0,11685000000.0,14008000000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,-5711000000.0,0.0,0.0,0.0,0.0
Tax assets,357000000.0,302000000.0,375000000.0,199000000.0,61000000.0,0.0
Total non-current assets,6518000000.0,5724000000.0,5929000000.0,6556000000.0,11796000000.0,14043000000.0
Total assets,7158000000.0,6207000000.0,6354000000.0,7053000000.0,12497000000.0,14297000000.0
Payables,390000000.0,257000000.0,219000000.0,257000000.0,588000000.0,448000000.0
Short-term debt,0.0,0.0,0.0,100000000.0,360000000.0,0.0
Total current liabilities,607000000.0,732000000.0,726000000.0,605000000.0,906000000.0,689000000.0
Long-term debt,5251000000.0,5306000000.0,5268000000.0,6043000000.0,6360000000.0,0.0
Total debt,5251000000.0,5306000000.0,5268000000.0,6143000000.0,6720000000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,38000000.0,88000000.0,88000000.0,26000000.0,0.0,3122000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6183000000.0,6210000000.0,6263000000.0,7327000000.0,8980000000.0,3619000000.0
Total liabilities,7519000000.0,7021000000.0,6911000000.0,7969000000.0,9886000000.0,4308000000.0
Other comprehensive income,4986999999.99,4878999999.99,4860999999.99,4778000000,4748000000,-24000000.0
Retained earnings (deficit),-5342000000.0,-5670000000.0,-5404000000.0,-5683000000.0,-2117000000.0,0.0
Total shareholders equity,-361000000.0,-814000000.0,-557000000.0,-916000000.0,2611000000.0,9989000000.0
Investments,168000000.0,-5688000000.0,39000000.0,87000000.0,0.0,0.0
Net Debt,5234000000.0,5286000000.0,5256000000.0,6131000000.0,6706000000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,149000000.0
Other Liabilities,729000000.0,79000000.0,-78000000.0,37000000.0,0.0,241000000.0
