Date,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,319000000.0,209300000.0,0.0
Short-term investments,9000000.0,14900000.0,0.0
Cash and short-term investments,328000000.0,224200000.0,0.0
Receivables,1303400000.0,1165700000.0,0.0
Inventories,1543200000.0,889400000.0,0.0
Total current assets,3879700000.0,2569700000.0,0.0
Property Plant & Equipment Net,1479800000.0,713700000.0,0.0
Goodwill and Intangible Assets,8592100000.0,3321900000.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,60700000.0,21700000.0,0.0
Total non-current assets,10223800000.0,4128600000.0,0.0
Total assets,14103500000.0,6698300000.0,0.0
Payables,2428900000.0,1535400000.0,0.0
Short-term debt,176200000.0,184500000.0,0.0
Total current liabilities,2710600000.0,1839500000.0,0.0
Long-term debt,6257100000.0,848500000.0,0.0
Total debt,6433300000.0,1033000000.0,0.0
Deferred revenue,32300000.0,12800000.0,0.0
Tax Liabilities,68400000.0,106700000.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,7466200000.0,1217300000.0,0.0
Total liabilities,10269700000.0,3134700000.0,0.0
Other comprehensive income,1613900000,1554300000,0.0
Retained earnings (deficit),2182700000.0,2085400000.0,0.0
Total shareholders equity,3833800000.0,3563600000.0,0.0
Investments,9000000.0,14900000.0,0.0
Net Debt,6114300000.0,823700000.0,0.0
Other Assets,0.0,0.0,0.0
Other Liabilities,92900000.0,77900000.0,0.0
