Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,31579000.0,15199655.0,52469891.0,46253291.0,64363514.0,86190011.0,149594782.0,35851249.0
Short-term investments,7352895000.0,3512542751.0,2333565650.0,2634963197.0,3115606569.0,-27477188.0,0.0,0.0
Cash and short-term investments,7384474000.0,3527742406.0,2386035541.0,2681216488.0,3179970083.0,58712823.0,149594782.0,35851249.0
Receivables,12762000.0,12607386.0,8570383.0,11154785.0,11886019.0,0.0,96310999.0,4219640.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,7397236000.0,3540349792.0,2394605924.0,2692371273.0,3191856102.0,58712823.0,245905781.0,40070889.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,-3848310000.0,248945586.0,234038642.0,471704959.0,266549029.0,3625993551.0,4609661500.0,1354135062.0
Total assets,3548926000.0,3789295378.0,2628644566.0,3164076232.0,3458405131.0,3684706374.0,4855567281.0,1394205951.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,4023000.0,4258074.0,3967622.0,4407051.0,4850807.0,4645297.0,3910065.0,770341.0
Total current liabilities,4023000.0,4258074.0,3967622.0,4407051.0,4850807.0,4645297.0,3910065.0,770341.0
Long-term debt,103000000.0,0.0,0.0,396894000.0,0.0,0.0,0.0,0.0
Total debt,107023000.0,4258074.0,3967622.0,401301051.0,4850807.0,4645297.0,3910065.0,770341.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,104673000.0,1545448.0,1717883.0,398608716.0,1743516.0,1490329.0,0.0,0.0
Total liabilities,2892915000.0,3075036171.0,1972768176.0,2497131519.0,2725729988.0,2980275640.0,4060945500.0,1187922031.0
Other comprehensive income,756626000,746744297,720290327,737696000,743465756,694133493,713281686,198228694
Retained earnings (deficit),-100902000.0,-32767017.0,-81890939.0,-79134150.0,-14874474.0,-42686416.0,81070475.0,7955126.0
Total shareholders equity,656011000.0,714259207.0,655876390.0,666944713.0,732675143.0,704430734.0,794621781.0,206283920.0
Investments,7352895000.0,3512542751.0,2333565650.0,2634963197.0,3115606569.0,-27477188.0,0.0,0.0
Net Debt,75444000.0,-10941581.0,-48502269.0,355047760.0,-59512707.0,-81544714.0,-145684717.0,-35080908.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2784219000.0,3069232649.0,1967082671.0,2094115752.0,2719135665.0,2974140014.0,4057035435.0,1187151690.0
