Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,1645481.0,11285669.0,621635.0,1025747.0,503343.0,126319.0,5603608.0,83173.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,6088934.0,52129.0
Cash and short-term investments,1645481.0,11285669.0,621635.0,1025747.0,503343.0,126319.0,11692542.0,135302.0
Receivables,6290412.0,5472856.0,7126429.0,5198993.0,3417173.0,10619289.0,10855175.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,9685114.0,19041139.0,9215961.0,7330756.0,4883214.0,12689171.0,28005205.0,408170.0
Property Plant & Equipment Net,25335.0,58268.0,117295.0,162123.0,70918.0,137267.0,261759.0,229002.0
Goodwill and Intangible Assets,15449495.0,12771512.0,13233602.0,15067632.0,9163800.0,9636174.0,111670.0,422223.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,46113.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,16078900.0,13290291.0,13954106.0,15582805.0,9439455.0,9819554.0,373429.0,1260048.0
Total assets,25764014.0,32331430.0,23170067.0,22913561.0,14322669.0,22508725.0,28378634.0,1668218.0
Payables,6756258.0,7247451.0,7809117.0,6188718.0,2698257.0,4641572.0,836799.0,238955.0
Short-term debt,433448.0,2493973.0,808976.0,518437.0,98493.0,12294903.0,9400164.0,1768637.0
Total current liabilities,11221502.0,14666453.0,15492888.0,10426131.0,5621117.0,20660836.0,11234404.0,2892091.0
Long-term debt,5946046.0,4521449.0,3615782.0,3446563.0,3216507.0,17255531.0,0.0,3999751.0
Total debt,6379494.0,7015422.0,4424758.0,3965000.0,3315000.0,29550434.0,9400164.0,5768388.0
Deferred revenue,1495849.0,1712591.0,1355972.0,743910.0,472482.0,239398.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5946046.0,4521449.0,3615782.0,3446563.0,3216507.0,17255531.0,135693.0,3999751.0
Total liabilities,17167548.0,19187902.0,19108670.0,13872694.0,8837624.0,37916367.0,11370097.0,6891842.0
Other comprehensive income,-2232163.0,-2530238.0,-2486616.0,-1565822.0,-1251461.0,-170550.0,278565.0,45308194
Retained earnings (deficit),-172292252.0,-167356070.0,-157442585.0,-143955048.0,-129116344.0,-118930828.0,-70621481.0,-51274033.0
Total shareholders equity,8722203.0,13182714.0,3991019.0,8841950.0,5215283.0,-15282599.0,17111974.0,-5223624.0
Investments,0.0,0.0,0.0,0.0,0.0,46113.0,6088934.0,52129.0
Net Debt,4734013.0,-4270247.0,3803123.0,2939253.0,2811657.0,29424115.0,-2292378.0,5685215.0
Other Assets,1749221.0,2282614.0,1467897.0,1106016.0,962698.0,1943563.0,5457488.0,0.0
Other Liabilities,4031796.0,4925029.0,6874795.0,3718976.0,2824367.0,3724361.0,997441.0,0.0
