Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,65048194.0,826201.0,3000000000.0
Short-term investments,132797289.0,0.0,0.0
Cash and short-term investments,197845483.0,826201.0,3000000000.0
Receivables,87510691.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,185147848.0,961782.0,418000000000.0
Property Plant & Equipment Net,69242811.0,0.0,0.0
Goodwill and Intangible Assets,1079265029.0,0.0,0.0
Long-term investments,0.0,402735815.0,0.0
Tax assets,14700940.0,0.0,
Total non-current assets,1159635347.0,402735815.0,
Total assets,1344783195.0,403697597.0,418000000000.0
Payables,45188357.0,0.0,0.0
Short-term debt,9103518.0,0.0,150000.0
Total current liabilities,68735842.0,198119.0,434000000000.0
Long-term debt,3368710.0,0.0,0.0
Total debt,12472228.0,0.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,861571.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,36995901.0,4481.0,
Total liabilities,1042727063.0,398697595.0,434000000000.0
Other comprehensive income,421167132,3615455,
Retained earnings (deficit),-113306294.0,1383547.0,-41000000000.0
Total shareholders equity,302056132.0,5000002.0,-16000000000.0
Investments,132797289.0,402735815.0,0.0
Net Debt,-52575966.0,-826201.0,-2999850000.0
Other Assets,0.0,0.0,-2999581773.0
Other Liabilities,936995320.0,398494995.0,433999850000.0
