Date,2018-12-29,2017-12-30,2016-12-31,2015-12-26,2014-12-27,2013-12-28,2012-12-29,2011-12-31,2010-12-25,2009-12-26
Cash and cash equivalents,43458000.0,71691000.0,149121000.0,78659000.0,47656000.0,60593000.0,27708000.0,50196000.0,30463000.0,10626000.0
Short-term investments,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,48458000.0,71691000.0,149121000.0,78659000.0,47656000.0,60593000.0,27708000.0,50196000.0,30463000.0,10626000.0
Receivables,310114000.0,241880000.0,230526000.0,203923000.0,206035000.0,180777000.0,0.0,124324000.0,101851000.0,88164000.0
Inventories,270504000.0,212149000.0,168851000.0,193725000.0,173523000.0,164421000.0,0.0,115845000.0,120433000.0,89927000.0
Total current assets,629728000.0,532849000.0,551614000.0,478633000.0,455464000.0,432440000.0,27708000.0,310153000.0,267095000.0,203585000.0
Property Plant & Equipment Net,98647000.0,92692000.0,88436000.0,87046000.0,82270000.0,64786000.0,48758000.0,38904000.0,28790000.0,25218000.0
Goodwill and Intangible Assets,97770000.0,88157000.0,0.0,0.0,0.0,0.0,26553000.0,26553000.0,26553000.0,26553000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,6228000.0,7884000.0,12429000.0,7557000.0,25103000.0,20798000.0,7880000.0,17127000.0,12135000.0,12620000.0
Total non-current assets,257829000.0,233075000.0,160178000.0,143232000.0,124904000.0,96729000.0,378601000.0,66540000.0,56064000.0,53817000.0
Total assets,887557000.0,765924000.0,711792000.0,621865000.0,580368000.0,529169000.0,406309000.0,376693000.0,323159000.0,257402000.0
Payables,109096000.0,80218000.0,72629000.0,63967000.0,59541000.0,61255000.0,0.0,31646000.0,33978000.0,16098000.0
Short-term debt,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
Total current liabilities,141590000.0,110781000.0,103848000.0,98570000.0,90833000.0,91738000.0,1785000.0,44553000.0,48160000.0,30432000.0
Long-term debt,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266000.0
Total debt,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2390000.0,2301000.0,3567000.0,1855000.0,1163000.0,1201000.0,1785000.0,0.0,8636000.0,8694000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,19144000.0,21136000.0,28147000.0,27990000.0,27474000.0,23790000.0,16126000.0,15037000.0,11846000.0,11635000.0
Total liabilities,159934000.0,131117000.0,110150000.0,103829000.0,118307000.0,115528000.0,73437000.0,59590000.0,60006000.0,42067000.0
Other comprehensive income,47861000,44812000,44187000,42799000,43413000,43119000,41007000,37042000,2752000.0,2089000.0
Retained earnings (deficit),679432000.0,589659000.0,557110000.0,474888000.0,418292000.0,370157000.0,291500000.0,277071000.0,225299000.0,180361000.0
Total shareholders equity,727623000.0,634807000.0,601642000.0,518036000.0,462061000.0,413641000.0,332872000.0,317103000.0,263153000.0,215335000.0
Investments,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-41858000.0,-70091000.0,-149121000.0,-78659000.0,-47656000.0,-60593000.0,-27708000.0,-50196000.0,-30463000.0,-10270000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14348000.0,14868000.0
Other Liabilities,-800000.0,-800000.0,-21845000.0,-22731000.0,0.0,0.0,55526000.0,0.0,14182000.0,14244000.0
