Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,1538000.0,2000000.0,5142000.0,5000000.0,3206.0,3000000.0,3076708.0,3000000.0,8235566.0,8000000.0,411217.0,348373.0
Short-term investments,0.0,,0.0,,0.0,,6671.0,,63617.0,,0.0,0.0
Cash and short-term investments,1538000.0,,5142000.0,,3206.0,,3076708.0,,8235566.0,,411217.0,348373.0
Receivables,10961000.0,11000000.0,10381000.0,10000000.0,10626.0,11000000.0,15748394.0,16000000.0,22731678.0,23000000.0,0.0,0.0
Inventories,771000.0,1000000.0,830000.0,1000000.0,1055.0,1000000.0,1460876.0,1000000.0,4633213.0,5000000.0,0.0,0.0
Total current assets,14247000.0,8000000.0,17115000.0,11000000.0,16041.0,14000000.0,21590542.0,18000000.0,37888621.0,72000000.0,414787.0,366995.0
Property Plant & Equipment Net,2895000.0,3000000.0,3710000.0,4000000.0,4340.0,4000000.0,5685797.0,6000000.0,3548985.0,4000000.0,0.0,0.0
Goodwill and Intangible Assets,4572000.0,5000000,6780000.0,7000000,8988.0,9000000,11518997.0,12000000,67455156.0,68000000,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,000000.0,0.0,000000.0,-24315.0,000000.0,6671.0,0000000.0,63617.0,0000000.0,0.0,0.0
Total non-current assets,7701000.0,2000000.0,10784000.0,3000000.0,13677.0,4000000.0,18198239.0,19000000.0,72472746.0,20000000.0,80000537.0,80037977.0
Total assets,21948000.0,22000000.0,27899000.0,28000000.0,29718.0,30000000.0,39788781.0,40000000.0,110361367.0,110000000.0,80415324.0,80404972.0
Payables,2504000.0,3000000.0,3231000.0,3000000.0,3080.0,3000000.0,4697465.0,5000000.0,8009380.0,8000000.0,980720.0,0.0
Short-term debt,1250000.0,1000000.0,1274000.0,1000000.0,400.0,0000000.0,843030.0,000000.0,117710.0,000000.0,0.0,0.0
Total current liabilities,14112000.0,14000000.0,15224000.0,15000000.0,15839.0,16000000.0,24872841.0,25000000.0,25221020.0,25000000.0,1994740.0,0.0
Long-term debt,1430000.0,000000.0,1646000.0,000000.0,1917.0,000000.0,14000000.0,14000000.0,8000000.0,8000000.0,0.0,0.0
Total debt,2680000.0,000000.0,2920000.0,000000.0,2317.0,000000.0,14843030.0,14000000.0,8117710.0,8000000.0,0.0,0.0
Deferred revenue,7949000.0,1000000.0,7327000.0,1000000.0,7507.0,2000000.0,9358510.0,1000000.0,10074420.0,1000000.0,0.0,0.0
Tax Liabilities,396000.0,000000.0,589000.0,000000.0,363.0,0000000.0,648891.0,000000.0,-279391.0,6000000.0,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,2130000.0,2000000.0,2301000.0,3000000.0,3454.0,4000000.0,15484712.0,19000000.0,15421842.0,20000000.0,0.0,2000000.0
Total liabilities,16243000.0,16000000.0,17814000.0,18000000.0,19389.0,19000000.0,43677024.0,44000000.0,45608543.0,46000000.0,75415323.0,75404971.0
Other comprehensive income,113481000,-1000000.0,113030000,-1000000.0,107757,-0000000.0,81609504,0000000.0,77452317,0000000.0,4999733,4999745
Retained earnings (deficit),-107199000.0,-107000000.0,-102006000.0,-102000000.0,-97236.0,-97000000.0,-85505205.0,-86000000.0,-13000303.0,-13000000.0,0.0,0.0
Total shareholders equity,5705000.0,6000000.0,10085000.0,10000000.0,10329.0,10000000.0,-3888243.0,-4000000.0,64752824.0,65000000.0,5000001.0,5000001.0
Investments,0.0,,0.0,,0.0,,6671.0,,63617.0,,0.0,0.0
Net Debt,1142000.0,-1000000,-2222000.0,-4000000,-889.0,-3000000,11766322.0,11000000,-117856.0,0,-411217.0,-348373.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,2000000,0.0,3000000,0.0,0.0
Other Liabilities,1000.0,2000000,289000.0,3000000,96.0,4000000,3319471.0,9000000,4965681.0,8000000,73420583.0,73404971.0
