Date,2017-09,2016-09,2015-12,2014-12,2013-12
Revenue,3637000000.0,1066000000.0,000000.0,000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,3238000000.0,957000000.0,000000.0,000000.0,000000.0
Gross Profit,398000000.0,108000000.0,000000.0,000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,315000000.0,113000000.0,1000000.0,000000.0,000000.0
Operating Expenses,331000000.0,102000000.0,1000000.0,000000.0,000000.0
Operating Income,67000000.0,7000000.0,-1000000.0,000000.0,000000.0
Interest Expense,51000000.0,15000000.0,0000000.0,000000.0,000000.0
Earnings before Tax,25000000.0,-7000000.0,-0000000.0,000000.0,000000.0
Income Tax Expense,10000000.0,1000000.0,000000.0,000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,14000000.0,-8000000.0,-0000000.0,000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,14000000.0,-8000000.0,-0000000.0,000000.0,000000.0
EPS,,,,,
EPS Diluted,,,,,
Weighted Average Shs Out,,,,,
Weighted Average Shs Out (Dil),,,,,
Dividend per Share,,,,,
Gross Margin,0.10943084960132,0.10131332082552,,,
EBITDA Margin,0.04096783062964,0.026266416510319,,,
EBIT Margin,0.02062139125653,0.0075046904315197,,,
Profit Margin,0.0038493263678856,-0.0075046904315197,,,
Free Cash Flow margin,,,,,
EBITDA,149000000.0,28000000.0,-0000000.0,000000.0,000000.0
EBIT,75000000,8000000,0,0,0
Consolidated Income,14000000.0,-8000000.0,-0000000.0,000000.0,000000.0
Earnings Before Tax Margin,0.00687379708551,-0.0065666041275797,,,
Net Profit Margin,0.0038493263678856,-0.0075046904315197,,,
