Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,15588665648.3062,21267096350.5019,15898913750.7305,18743344124.3451,18811187558.6569,15646380129.1793
Short-term investments,2695276867.2877,2821529796.5508,3702243151.3518,3902179185.0705,,
Cash and short-term investments,18283942515.5939,24088626147.0527,19601156902.0823,22645523309.4156,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,29488015413.7265,59962532010.2148,47415265965.19,48038565980.8577,,
Property Plant & Equipment Net,2699151765.6573,2834948869.5,2607340574.9951,2600238117.1216,2876078213.4851,3053099354.1033
Goodwill and Intangible Assets,3881870788.0313,4009119992.4946,3503277812.0843,3630766127.7969,3795021781.306,4014416793.3131
Long-term investments,1611000000.0,3186000000.0,2496000000.0,1697000000.0,,
Tax assets,424175577.3205,579133126.935,541796766.5331,147809628.8505,218406140.2539,192433510.6383
Total non-current assets,,,,,,
Total assets,412975568334.9807,399950284266.8168,327972119740.2285,315346046813.2474,308896846988.0388,295678716755.3191
Payables,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,0.0,,
Total current liabilities,270505830098.3222,269375685648.6549,225213371465.0434,215278633520.7534,,
Long-term debt,76716000000.0,65051000000.0,50603000000.0,47944000000.0,,
Total debt,91276881121.3946,81832291959.8461,57707583851.7297,53576479168.5815,55112030938.867,54743870630.6991
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,406439033.1566,336628201.5198,234876848.9239,134605106.8378,243575954.023,241070478.7234
Deposit Liabilities,238116802947.2549,233998709072.1456,194901514781.0302,185248336243.8428,177019134833.9147,169842212196.0486
Total non-current liabilities,,,,,,
Total liabilities,380042303890.7359,368330415611.2206,301659291554.9403,288272303693.794,281011193589.9814,267320872910.3343
Other comprehensive income,-676808338.5749,-496982831.4101,-85029155.9085,259368096.0502,582931168.8798,639216375.3799
Retained earnings (deficit),20630281247.192,19506221033.8681,15450383564.9367,15053915911.8065,14502391968.469,13476899696.0486
Total shareholders equity,32101379279.3602,30791088282.2028,25786254657.2782,26245353397.1263,26669510832.1674,26157057370.8207
Investments,370991380177.9136,355724280889.3892,290357238829.785,276650347388.8815,270209140746.4404,260715185220.3647
Net Debt,58432057484.4061,,,,,
Other Assets,11204072898.1326,,,,,
Other Liabilities,270505830098.3222,269375685648.6549,225213371465.0434,215278633520.7534,,
