Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,536000000.0,1140000000.0,14179000000.0,1541000000.0,1424000000.0,1861000000.0,1890000000.0,1671165000.0,0.0,0.0,1394244000.0
Short-term investments,85000000.0,250000000.0,36000000.0,339000000.0,75000000.0,0.0,0.0,0.0,0.0,0.0,551561000.0
Cash and short-term investments,536000000.0,1140000000.0,14179000000.0,1880000000.0,1499000000.0,1861000000.0,1890000000.0,1671165000.0,0.0,0.0,1945805000.0
Receivables,2345000000.0,2319000000.0,1744000000.0,1618000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1168662000.0
Inventories,2579000000.0,2451000000.0,1818000000.0,1719000000.0,1959000000.0,1495000000.0,1402000000.0,1240679000.0,0.0,0.0,1156762000.0
Total current assets,6664000000.0,7411000000.0,18633000000.0,6367000000.0,6045000000.0,6131000000.0,5873000000.0,5322071000.0,0.0,0.0,4657670000.0
Property Plant & Equipment Net,5659000000.0,5375000000.0,4638000000.0,3901000000.0,4060000000.0,3605000000.0,3476000000.0,3303928000.0,0.0,0.0,2966629000.0
Goodwill and Intangible Assets,23876000000.0,24134000000.0,8148000000.0,8023000000.0,8334000000.0,1337000000.0,1402000000.0,1377087000.0,0.0,0.0,1225745000.0
Long-term investments,0.0,0.0,0.0,796000000.0,1118000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1234000000.0,1275000000.0,1216000000.0,1544000000.0,142000000.0,100000000.0,73000000.0,137294000.0,0.0,0.0,0.0
Total non-current assets,45101000000.0,46493000000.0,19101000000.0,19219000000.0,20775000000.0,6316000000.0,6276000000.0,6038838000.0,0.0,0.0,2384819000.0
Total assets,51765000000.0,53904000000.0,37734000000.0,25586000000.0,26820000000.0,12447000000.0,12149000000.0,11360909000.0,0.0,0.0,9304624000.0
Payables,1092000000.0,1106000000.0,797000000.0,665000000.0,631000000.0,401000000.0,333000000.0,350455000.0,0.0,0.0,910721000.0
Short-term debt,1309000000.0,2601000000.0,203000000.0,1001000000.0,1452000000.0,203000000.0,207000000.0,405142000.0,0.0,0.0,402965000.0
Total current liabilities,5655000000.0,7216000000.0,3342000000.0,4400000000.0,4386000000.0,2235000000.0,2130000000.0,1978055000.0,0.0,0.0,1777093000.0
Long-term debt,18081000000.0,18894000000.0,18667000000.0,10550000000.0,11370000000.0,3768000000.0,3763000000.0,3761112000.0,0.0,0.0,1488460000.0
Total debt,19390000000.0,21495000000.0,18870000000.0,11551000000.0,12822000000.0,3971000000.0,3970000000.0,4166254000.0,0.0,0.0,1891425000.0
Deferred revenue,2800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,140000000.0,343000000.0,176000000.0,274000000.0,33000000.0,26000000.0,19000000.0,3882000.0,0.0,0.0,117990000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,26825000000.0,28222000000.0,22268000000.0,14570000000.0,16088000000.0,4281000000.0,4374000000.0,4095147000.0,0.0,0.0,2384819000.0
Total liabilities,30684000000.0,32910000000.0,24786000000.0,17953000000.0,19656000000.0,7394000000.0,7106000000.0,7225020000.0,0.0,0.0,4161912000.0
Other comprehensive income,10104000000,9960000000,1213000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-372662000.0
Retained earnings (deficit),12913000000.0,12596000000.0,13111000000.0,12727000000.0,12314000000.0,12105000000.0,11342000000.0,10435378000.0,0.0,0.0,7752831000.0
Total shareholders equity,21081000000.0,20994000000.0,12948000000.0,7633000000.0,7164000000.0,5053000000.0,5043000000.0,4135889000.0,0.0,0.0,5142712000.0
Investments,85000000.0,250000000.0,36000000.0,1135000000.0,1193000000.0,0.0,0.0,0.0,0.0,0.0,551561000.0
Net Debt,18854000000.0,20355000000.0,4691000000.0,10010000000.0,11398000000.0,2110000000.0,2080000000.0,2495089000.0,0.0,0.0,-54380000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375725000.0
Other Liabilities,-1796000000.0,-2528000000.0,-824000000.0,-1017000000.0,-818000000.0,878000000.0,602000000.0,1151818000.0,0.0,0.0,463407000.0
