Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,15398000.0,15000000.0,19693000.0,20000000.0,11981000.0,12000000.0,26768000.0,27000000.0,20321000.0,20000000.0,16651000.0,10333000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,15398000.0,,19693000.0,,11981000.0,,26768000.0,,20321000.0,,16651000.0,10333000.0
Receivables,22218000.0,22000000.0,25661000.0,26000000.0,27753000.0,28000000.0,24654000.0,25000000.0,19842000.0,20000000.0,18281000.0,23307000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,39691000.0,36000000.0,46562000.0,58000000.0,40438000.0,67000000.0,53671000.0,40000000.0,42274000.0,44000000.0,36350000.0,34403000.0
Property Plant & Equipment Net,409000.0,0000000.0,623000.0,1000000.0,824000.0,1000000.0,1029000.0,1000000.0,1437000.0,1000000.0,1949000.0,2429000.0
Goodwill and Intangible Assets,35558000.0,36000000,38361000.0,38000000,41900000.0,42000000,12529000.0,12000000,13005000.0,13000000,13243000.0,14128000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,14100000.0,0.0
Tax assets,0.0,000000.0,19031000.0,19000000.0,24032000.0,24000000.0,25974000.0,26000000.0,29097000.0,29000000.0,1119000.0,0.0
Total non-current assets,36183000.0,000000.0,58243000.0,5000000.0,66986000.0,8000000.0,39742000.0,0000000.0,43793000.0,1000000.0,15439000.0,16795000.0
Total assets,75874000.0,76000000.0,104805000.0,105000000.0,107424000.0,107000000.0,93413000.0,93000000.0,86067000.0,86000000.0,51789000.0,51198000.0
Payables,767000.0,1000000.0,634000.0,1000000.0,586000.0,1000000.0,315000.0,0000000.0,680000.0,1000000.0,593000.0,1858000.0
Short-term debt,5000000.0,5000000.0,5000000.0,000000.0,5000000.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,52000.0
Total current liabilities,22891000.0,23000000.0,24031000.0,24000000.0,25572000.0,26000000.0,17973000.0,18000000.0,16721000.0,17000000.0,17842000.0,17539000.0
Long-term debt,5000000.0,000000.0,5000000.0,5000000.0,5000000.0,5000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Total debt,10000000.0,000000.0,10000000.0,5000000.0,10000000.0,5000000.0,0.0,000000.0,0.0,000000.0,0.0,52000.0
Deferred revenue,2140000.0,2000000.0,1811000.0,2000000.0,2428000.0,2000000.0,1516000.0,2000000.0,1715000.0,2000000.0,2969000.0,1569000.0
Tax Liabilities,189000.0,,166000.0,,318000.0,,107000.0,,614000.0,,498000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,6159000.0,000000.0,5861000.0,5000000.0,5342000.0,8000000.0,1607000.0,0000000.0,1935000.0,1000000.0,1278000.0,1841000.0
Total liabilities,22891000.0,23000000.0,29031000.0,29000000.0,34040000.0,34000000.0,18384000.0,18000000.0,17481000.0,17000000.0,19114000.0,19485000.0
Other comprehensive income,104065000,-1000000.0,99110000,-1000000.0,93860000,-1000000.0,91111000,-0000000.0,88666000,-0000000.0,87432000,87893000
Retained earnings (deficit),-50797000.0,-51000000.0,-23053000.0,-23000000.0,-20219000.0,-20000000.0,-16159000.0,-16000000.0,-20223000.0,-20000000.0,-54931000.0,-56378000.0
Total shareholders equity,52983000.0,53000000.0,75774000.0,76000000.0,73384000.0,73000000.0,75029000.0,75000000.0,68586000.0,69000000.0,32675000.0,31713000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,14100000.0,0.0
Net Debt,-5398000.0,-10000000,-9693000.0,-15000000,-1981000.0,-7000000,-26768000.0,-27000000,-20321000.0,-20000000,-16651000.0,-10281000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,0.0,12000000,0.0,19000000,3126000.0,19000000,0.0,7000000,0.0,8000000,0.0,105000.0
