Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,43214000.0,56667000.0,95887000.0,365192000.0,244970000.0,223215000.0
Short-term investments,206454000.0,15809000.0,17991000.0,5089000.0,1607000.0,8951000.0
Cash and short-term investments,43214000.0,72476000.0,113878000.0,370281000.0,246577000.0,232166000.0
Receivables,197203000.0,291704000.0,282347000.0,291242000.0,409354000.0,365675000.0
Inventories,61323000.0,82162000.0,85807000.0,90119000.0,98711000.0,102353000.0
Total current assets,549619000.0,732257000.0,777534000.0,978184000.0,848767000.0,749752000.0
Property Plant & Equipment Net,90892000.0,141931000.0,133637000.0,145717000.0,135237000.0,163064000.0
Goodwill and Intangible Assets,77901000.0,281178000.0,338434000.0,238913000.0,259923000.0,134191000.0
Long-term investments,0.0,43278000.0,98682000.0,0.0,109462000.0,144829000.0
Tax assets,0.0,97826000.0,163388000.0,190656000.0,151712000.0,119839000.0
Total non-current assets,195878000.0,589972000.0,751609000.0,684861000.0,667787000.0,546717000.0
Total assets,745497000.0,1322229000.0,1529143000.0,1663045000.0,1516554000.0,1296469000.0
Payables,199882000.0,225234000.0,220737000.0,175170000.0,160606000.0,167421000.0
Short-term debt,0.0,103473000.0,24041000.0,2000000.0,3215000.0,4671000.0
Total current liabilities,711989000.0,744327000.0,617538000.0,561352000.0,488090000.0,518477000.0
Long-term debt,30649000.0,0.0,0.0,0.0,0.0,225000.0
Total debt,30649000.0,103473000.0,24041000.0,2000000.0,3215000.0,4896000.0
Deferred revenue,149367000.0,181070000.0,210642000.0,229390000.0,148098000.0,210755000.0
Tax Liabilities,1500000.0,1200000.0,884000.0,1141000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,62587000.0,64887000.0,79398000.0,43365000.0,341027000.0,246107000.0
Total liabilities,1031623000.0,1140126000.0,976994000.0,915337000.0,829117000.0,764584000.0
Other comprehensive income,941472000,696183000,702771000,765056000,10374000.0,0.0
Retained earnings (deficit),-1217914000.0,-492150000.0,-114684000.0,965000.0,0.0,
Total shareholders equity,-286126000.0,182103000.0,552149000.0,747708000.0,686410000.0,530961000.0
Investments,206454000.0,59087000.0,116673000.0,5089000.0,111069000.0,153780000.0
Net Debt,-12565000.0,46806000.0,-71846000.0,-363192000.0,-243362000.0,-227270000.0
Other Assets,0.0,0.0,0.0,0.0,94125000.0,49558000.0
Other Liabilities,257047000.0,330912000.0,280058000.0,310620000.0,324269000.0,346385000.0
