Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-28,2013-12-29
Cash and cash equivalents,1063041000.0,673685000.0,577658000.0,262644000.0,1472783000.0,862576000.0
Short-term investments,0.0,0.0,5000000.0,4000000.0,0.0,0.0
Cash and short-term investments,1063041000.0,673685000.0,582658000.0,266644000.0,1472783000.0,862576000.0
Receivables,416938000.0,420095000.0,429112000.0,466628000.0,440722000.0,644024000.0
Inventories,0.0,0.0,0.0,0.0,0.0,14222000.0
Total current assets,1645730000.0,1292991000.0,1296300000.0,1021945000.0,9235632000.0,9740729000.0
Property Plant & Equipment Net,421299000.0,440295000.0,523920000.0,657857000.0,850597000.0,1040807000.0
Goodwill and Intangible Assets,4671057000.0,4842653000.0,5047064000.0,5802011000.0,6620367000.0,6498239000.0
Long-term investments,1264437000.0,1281791000.0,1674883000.0,1692700000.0,1717192000.0,2163162000.0
Tax assets,23922000.0,18274000.0,9056000.0,42838000.0,34606000.0,65461000.0
Total non-current assets,6184362000.0,6436042000.0,7580831000.0,8078733000.0,5516844000.0,5751611000.0
Total assets,8251391000.0,8169328000.0,9401051000.0,9758535000.0,11396455000.0,11476009000.0
Payables,44897000.0,48319000.0,60553000.0,60394000.0,77295000.0,93396000.0
Short-term debt,121642000.0,0.0,19924000.0,26479000.0,4088000.0,204709000.0
Total current liabilities,451793000.0,654267000.0,550853000.0,547417000.0,684180000.0,798837000.0
Long-term debt,2926083000.0,2919185000.0,3391627000.0,3452544000.0,3490897000.0,3760475000.0
Total debt,3047725000.0,2919185000.0,3411551000.0,3479023000.0,3494985000.0,3965184000.0
Deferred revenue,12508000.0,11942000.0,13690000.0,44721000.0,34352000.0,77029000.0
Tax Liabilities,9973000.0,36252000.0,21166000.0,3458000.0,1408784000.0,1395689000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4276501000.0,4297881000.0,5304515000.0,5379396000.0,5516844000.0,5751611000.0
Total liabilities,4733483000.0,4952192000.0,5861285000.0,5932337000.0,6201024000.0,6550448000.0
Other comprehensive income,3399039000,3379336000,3929553000,4219465000,-46541000.0,140685000.0
Retained earnings (deficit),223734000.0,-114240000.0,-308105000.0,-322351000.0,718218000.0,241555000.0
Total shareholders equity,3517908000.0,3217136000.0,3539766000.0,3826198000.0,5195431000.0,4925561000.0
Investments,1264437000.0,1281791000.0,1679883000.0,1696700000.0,1717192000.0,2163162000.0
Net Debt,1984684000.0,2245500000.0,2833893000.0,3216379000.0,2022202000.0,3102608000.0
Other Assets,421299000.0,440295000.0,523920000.0,657857000.0,247318000.0,214458000.0
Other Liabilities,5189000.0,44000.0,5917000.0,5524000.0,602797000.0,500732000.0
