Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,39200000.0,48260000.0,50686000.0,223552000.0,197648000.0,258796000.0,180494.0,446281.0
Short-term investments,9859000.0,17094000.0,35650000.0,12330000.0,9570000.0,6563000.0,0.0,0.0
Cash and short-term investments,39200000.0,48260000.0,50686000.0,235882000.0,207218000.0,265359000.0,180494.0,446281.0
Receivables,97623000.0,113545000.0,120492000.0,93449000.0,85517000.0,64216000.0,0.0,0.0
Inventories,34649000.0,28352000.0,25986000.0,14998000.0,13626000.0,15481000.0,0.0,0.0
Total current assets,191829000.0,228174000.0,253600000.0,371538000.0,329910000.0,359243000.0,180494.0,477993.0
Property Plant & Equipment Net,176577000.0,195029000.0,166049000.0,39066000.0,23651000.0,20797000.0,0.0,0.0
Goodwill and Intangible Assets,243736000.0,282278000.0,494556000.0,215233000.0,165918000.0,188759000.0,0.0,0.0
Long-term investments,6966000.0,8686000.0,21470000.0,0.0,4000000.0,0.0,189645089.0,0.0
Tax assets,27362000.0,48872000.0,75378000.0,0.0,80000.0,1192000.0,0.0,0.0
Total non-current assets,525258000.0,632410000.0,845835000.0,268001000.0,203685000.0,219640000.0,189645089.0,189634541.0
Total assets,717087000.0,860584000.0,1099435000.0,639539000.0,533595000.0,578883000.0,189825583.0,190112534.0
Payables,177056000.0,205036000.0,240344000.0,118530000.0,99328000.0,81961000.0,253353.0,73567.0
Short-term debt,22673000.0,20106000.0,2069000.0,749000.0,752000.0,9648000.0,0.0,0.0
Total current liabilities,212191000.0,239435000.0,261137000.0,165915000.0,174312000.0,183122000.0,6246573.0,186789.0
Long-term debt,686938000.0,598958000.0,468231000.0,71493000.0,2263000.0,1153000.0,0.0,0.0
Total debt,709611000.0,619064000.0,470300000.0,72242000.0,3015000.0,10801000.0,0.0,0.0
Deferred revenue,7430000.0,6508000.0,6970000.0,10449000.0,13401000.0,11190000.0,0.0,0.0
Tax Liabilities,7942000.0,8728000.0,11048000.0,4637000.0,4237000.0,2831000.0,293220.0,113222.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,731231000.0,646624000.0,539301000.0,119863000.0,46654000.0,39577000.0,0.0,0.0
Total liabilities,943422000.0,886059000.0,800438000.0,285778000.0,220966000.0,233094000.0,184825582.0,185112531.0
Other comprehensive income,783232000,748328000,715793000,657509000,613948000,589727000,4999212,4997687
Retained earnings (deficit),-1009458000.0,-773791000.0,-416389000.0,-303457000.0,-301331000.0,-243943000.0,0.0,0.0
Total shareholders equity,-226335000.0,-25475000.0,298997000.0,353761000.0,312629000.0,345789000.0,5000001.0,5000003.0
Investments,16825000.0,25780000.0,57120000.0,12330000.0,13570000.0,6563000.0,189645089.0,0.0
Net Debt,670411000.0,570804000.0,419614000.0,-151310000.0,-194633000.0,-247995000.0,-180494.0,-446281.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,10395000.0,178579009.0,184925742.0
